"doi","article_id","title","year","pdf_file","xml_file","pdf_exists","xml_exists","in_rds"
"10.1525/collabra.54","54","Romantic Red: Testing the Characteristics of Color-Attraction Effects in a Novel Paradigm","2017-04-10","pdf/collabra.54.pdf","xml/collabra.54.xml",TRUE,TRUE,TRUE
"10.1525/collabra.52","52","Exposure to Celebrities as a Possible Explanatory Mechanism in the Perception of American Narcissism","2017-03-02","pdf/collabra.52.pdf","xml/collabra.52.xml",TRUE,TRUE,TRUE
"10.1525/collabra.79","79","Searching for Moral Dumbfounding: Identifying Measurable Indicators of Moral Dumbfounding","2017-10-04","pdf/collabra.79.pdf","xml/collabra.79.xml",TRUE,TRUE,TRUE
"10.1525/collabra.45","45","Support for Marijuana (Cannabis) Legalization: Untangling Age, Period, and Cohort Effects","2017-02-28","pdf/collabra.45.pdf","xml/collabra.45.xml",TRUE,TRUE,TRUE
"10.1525/collabra.113","113","The Blame Game: An investigation of Grammatical Aspect and Blame Judgments","2017-11-24","pdf/collabra.113.pdf","xml/collabra.113.xml",TRUE,TRUE,TRUE
"10.1525/collabra.72","72","German and English Bodies: No Evidence for Cross-Linguistic Differences in Preferred Orthographic Grain Size","2017-03-07","pdf/collabra.72.pdf","xml/collabra.72.xml",TRUE,TRUE,TRUE
"10.1525/collabra.91","91","Self-enhancement: Conceptualization and Assessment","2017-11-22","pdf/collabra.91.pdf","xml/collabra.91.xml",TRUE,TRUE,TRUE
"10.1525/collabra.89","89","Four-year-old Children Align their Preferences with those of their Peers","2017-07-05","pdf/collabra.89.pdf","xml/collabra.89.xml",TRUE,TRUE,TRUE
"10.1525/collabra.92","92","Thinking Outside the Button Box: EMG as a Computer Input Device for Psychological Research","2017-07-06","pdf/collabra.92.pdf","xml/collabra.92.xml",TRUE,TRUE,TRUE
"10.1525/collabra.48","48","Does Power Increase Self-Control? Episodic Priming May Not Provide the Answer","2017-02-28","pdf/collabra.48.pdf","xml/collabra.48.xml",TRUE,TRUE,TRUE
"10.1525/collabra.84","84","Sustained Attention Ability Affects Simple Picture Naming","2017-07-11","pdf/collabra.84.pdf","xml/collabra.84.xml",TRUE,TRUE,TRUE
"10.1525/collabra.111","111","Motivated Cognition: Effects of Reward, Emotion, and Other Motivational Factors Across a Variety of Cognitive Domains","2017-10-19","pdf/collabra.111.pdf","xml/collabra.111.xml",TRUE,TRUE,TRUE
"10.1525/collabra.114","114","A Latent Class Analysis of Personal Values in Young Adults","2017-12-15","pdf/collabra.114.pdf","xml/collabra.114.xml",TRUE,TRUE,TRUE
"10.1525/collabra.102","102","Journal Data Sharing Policies and Statistical Reporting Inconsistencies in Psychology","2017-12-15","pdf/collabra.102.pdf","xml/collabra.102.xml",TRUE,TRUE,TRUE
"10.1525/collabra.53","53","Predicting Search Performance in Heterogeneous Visual Search Scenes with Real-World Objects","2017-03-10","pdf/collabra.53.pdf","xml/collabra.53.xml",TRUE,TRUE,TRUE
"10.1525/collabra.59","59","Implicit and Explicit Memory Factors in Cumulative Structural Priming","2017-05-30","pdf/collabra.59.pdf","xml/collabra.59.xml",TRUE,TRUE,TRUE
"10.1525/collabra.78","78","Bayesian Inference for Correlations in the Presence of Measurement Error and Estimation Uncertainty","2017-10-27","pdf/collabra.78.pdf","xml/collabra.78.xml",TRUE,TRUE,TRUE
"10.1525/collabra.74","74","Quality Uncertainty Erodes Trust in Science","2017-02-28","pdf/collabra.74.pdf","xml/collabra.74.xml",TRUE,TRUE,TRUE
"10.1525/collabra.81","81","No Evidence for Differential Relations of Hedonic Well-Being and Eudaimonic Well-Being to Gene Expression: A Comment on Statistical Problems in Fredrickson et al. (2013)","2017-04-11","pdf/collabra.81.pdf","xml/collabra.81.xml",TRUE,TRUE,TRUE
"10.1525/collabra.109","109","Effects of Aging on General and Specific Memory for Impressions","2018-05-11","pdf/collabra.109.pdf","xml/collabra.109.xml",TRUE,TRUE,TRUE
"10.1525/collabra.116","116","Individual Importance Weighting of Domain Satisfaction Ratings does Not Increase Validity","2018-02-26","pdf/collabra.116.pdf","xml/collabra.116.xml",TRUE,TRUE,TRUE
"10.1525/collabra.168","168","Looking on the Bright Side: Replicating the Association between Brightness and Positivity","2018-10-17","pdf/collabra.168.pdf","xml/collabra.168.xml",TRUE,TRUE,TRUE
"10.1525/collabra.121","121","Readers' Insensitivity to Tense Revealed: No Differences in Mental Simulation During Reading of Present and Past Tense Stories","2018-05-30","pdf/collabra.121.pdf","xml/collabra.121.xml",TRUE,TRUE,TRUE
"10.1525/collabra.100","100","Eye Movement Evidence for Context-Sensitive Derivation of Scalar Inferences","2018-01-26","pdf/collabra.100.pdf","xml/collabra.100.xml",TRUE,TRUE,TRUE
"10.1525/collabra.126","126","Predicting Context-dependent Cross-modal Associations with Dimension-specific Polarity Attributions. Part 2: Red and Valence","2018-06-29","pdf/collabra.126.pdf","xml/collabra.126.xml",TRUE,TRUE,TRUE
"10.1525/collabra.117","117","The Effect of Reading a Short Passage of Literary Fiction on Theory of Mind: A Replication of Kidd and Castano (2013)","2018-02-27","pdf/collabra.117.pdf","xml/collabra.117.xml",TRUE,TRUE,TRUE
"10.1525/collabra.108","108","Testing Significance Testing","2018-04-26","pdf/collabra.108.pdf","xml/collabra.108.xml",TRUE,TRUE,TRUE
"10.1525/collabra.125","125","On Moderator Detection in Anchoring Research: Implications of Ignoring Estimate Direction","2018-05-17","pdf/collabra.125.pdf","xml/collabra.125.xml",TRUE,TRUE,TRUE
"10.1525/collabra.123","123","The Influence of Direct and Indirect Speech on Source Memory","2018-02-20","pdf/collabra.123.pdf","xml/collabra.123.xml",TRUE,TRUE,TRUE
"10.1525/collabra.186","186","Biased by the Group: Memory for an Emotional Expression Biases Towards the Ensemble","2018-10-15","pdf/collabra.186.pdf","xml/collabra.186.xml",TRUE,TRUE,TRUE
"10.1525/collabra.134","134","Reported Self-control is not Meaningfully Associated with Inhibition-related Executive Function: A Bayesian Analysis","2018-11-20","pdf/collabra.134.pdf","xml/collabra.134.xml",TRUE,TRUE,TRUE
"10.1525/collabra.120","120","Personality Trait Effects on Green Household Installations","2018-04-09","pdf/collabra.120.pdf","xml/collabra.120.xml",TRUE,TRUE,TRUE
"10.1525/collabra.112","112","Only so Many Hours: Correlations between Personality and Daily Time Use in a Representative German Panel","2018-01-12","pdf/collabra.112.pdf","xml/collabra.112.xml",TRUE,TRUE,TRUE
"10.1525/collabra.171","171","The Shape of ROC Curves in Shooter Tasks: Implications for Best Practices in Analysis","2018-08-31","pdf/collabra.171.pdf","xml/collabra.171.xml",TRUE,TRUE,TRUE
"10.1525/collabra.128","128","Evidence for Transdiagnostic Repetitive Negative Thinking and Its Association with Rumination, Worry, and Depression and Anxiety Symptoms: A Commonality Analysis","2018-04-30","pdf/collabra.128.pdf","xml/collabra.128.xml",TRUE,TRUE,TRUE
"10.1525/collabra.104","104","A Conceptual Review of Lab-Based Aggression Paradigms","2018-01-26","pdf/collabra.104.pdf","xml/collabra.104.xml",TRUE,TRUE,TRUE
"10.1525/collabra.133","133","Effects of Both Preemption and Entrenchment in the Retreat from Verb Overgeneralization Errors: Four Reanalyses, an Extended Replication, and a Meta-Analytic Synthesis","2018-07-02","pdf/collabra.133.pdf","xml/collabra.133.xml",TRUE,TRUE,TRUE
"10.1525/collabra.110","110","Predicting Context-Dependent Cross-Modal Associations with Dimension-Specific Polarity Attributions Part 1 -Brightness and Aggression","2018-05-24","pdf/collabra.110.pdf","xml/collabra.110.xml",TRUE,TRUE,TRUE
"10.1525/collabra.153","153","Overconfidence Across Cultures","2018-10-19","pdf/collabra.153.pdf","xml/collabra.153.xml",TRUE,TRUE,TRUE
"10.1525/collabra.150","150","Induced Positive Mood and Cognitive Flexibility: Evidence from Task Switching and Reversal Learning","2018-07-20","pdf/collabra.150.pdf","xml/collabra.150.xml",TRUE,TRUE,TRUE
"10.1525/collabra.87","87","Frequency Sensitivity of Neural Responses to English Verb Argument Structure Violations","2018-10-30","pdf/collabra.87.pdf","xml/collabra.87.xml",TRUE,TRUE,TRUE
"10.1525/collabra.165","165","The Human Penguin Project: Climate, Social Integration, and Core Body Temperature","2018-10-19","pdf/collabra.165.pdf","xml/collabra.165.xml",TRUE,TRUE,TRUE
"10.1525/collabra.132","132","Improving Human Interaction Research through Ecological Grounding","2018-07-16","pdf/collabra.132.pdf","xml/collabra.132.xml",TRUE,TRUE,TRUE
"10.1525/collabra.118","118","A Practical Illustration of Methods to Deal with Potential Outliers: A Multiverse Outlier Analysis of Study 3 from Brummelman, Thomaes, Orobio de Castro, Overbeek, and Bushman (2014)","2018-08-23","pdf/collabra.118.pdf","xml/collabra.118.xml",TRUE,TRUE,TRUE
"10.1525/collabra.178","178","Emotional Congruence and Judgments of Honesty and Bias","2018-12-05","pdf/collabra.178.pdf","xml/collabra.178.xml",TRUE,TRUE,TRUE
"10.1525/collabra.158","158","A Practical Guide for Transparency in Psychological Science","2018-06-29","pdf/collabra.158.pdf","xml/collabra.158.xml",TRUE,TRUE,TRUE
"10.1525/collabra.149","149","Credible Confidence: A Pragmatic View on the Frequentist vs Bayesian Debate","2018-08-24","pdf/collabra.149.pdf","xml/collabra.149.xml",TRUE,TRUE,TRUE
"10.1525/collabra.166","166","Association between Social Class, Greed, and Unethical Behaviour: A Replication Study","2018-10-18","pdf/collabra.166.pdf","xml/collabra.166.xml",TRUE,TRUE,TRUE
"10.1525/collabra.155","155","Experimental Manipulations of Personal Control do Not Increase Illusory Pattern Perception","2018-06-25","pdf/collabra.155.pdf","xml/collabra.155.xml",TRUE,TRUE,TRUE
"10.1525/collabra.131","131","When Structure Competes with Semantics: Reading Chinese Relative Clauses","2018-06-29","pdf/collabra.131.pdf","xml/collabra.131.xml",TRUE,TRUE,TRUE
"10.1525/collabra.136","136","Planfulness: A Process-Focused Construct of Individual Differences in Goal Achievement","2018-07-24","pdf/collabra.136.pdf","xml/collabra.136.xml",TRUE,TRUE,TRUE
"10.1525/collabra.115","115","Advances and Open Questions in the Science of Subjective Well-Being","2018-05-24","pdf/collabra.115.pdf","xml/collabra.115.xml",TRUE,TRUE,TRUE
"10.1525/collabra.127","127","Does Exposure to Hostile Environments Predict Enhanced Emotion Detection?","2018-05-31","pdf/collabra.127.pdf","xml/collabra.127.xml",TRUE,TRUE,TRUE
"10.1525/collabra.129","129","Moral Framing and Charitable Donation: Integrating Exploratory Social Media Analyses and Confirmatory Experimentation","2018-04-26","pdf/collabra.129.pdf","xml/collabra.129.xml",TRUE,TRUE,TRUE
"10.1525/collabra.162","162","Dr. Jekyll or Mr. Hyde? President Donald Trump's Personality Profile as Perceived from Different Political Viewpoints","2018-07-24","pdf/collabra.162.pdf","xml/collabra.162.xml",TRUE,TRUE,TRUE
"10.1525/collabra.167","167","The Fragility of the Near-Hand Effect","2018-07-23","pdf/collabra.167.pdf","xml/collabra.167.xml",TRUE,TRUE,TRUE
"10.1525/collabra.137","137","Why Condition-Based Regression Analysis (CRA) is Indeed a Valid Test of Self-Enhancement Effects: A Response to Krueger et al. (2017)","2018-07-23","pdf/collabra.137.pdf","xml/collabra.137.xml",TRUE,TRUE,TRUE
"10.1525/collabra.105","105","Children's Third-Party Understanding of Communicative Interactions in a Foreign Language","2018-01-19","pdf/collabra.105.pdf","xml/collabra.105.xml",TRUE,TRUE,TRUE
"10.1525/collabra.119","119","Relating Attentional Biases for Stimuli Associated with Social Reward and Punishment to Autistic Traits","2018-04-26","pdf/collabra.119.pdf","xml/collabra.119.xml",TRUE,TRUE,TRUE
"10.1525/collabra.213","213","Excess Success in ""Ray of hope: Hopelessness Increases Preferences for Brighter Lighting""","2019-05-08","pdf/collabra.213.pdf","xml/collabra.213.xml",TRUE,TRUE,TRUE
"10.1525/collabra.215","215","The Ontogenesis of Action Syntax","2019-05-07","pdf/collabra.215.pdf","xml/collabra.215.xml",TRUE,TRUE,TRUE
"10.1525/collabra.194","194","Frozen Goals: Identifying and Defining a New Type of Goal","2019-04-24","pdf/collabra.194.pdf","xml/collabra.194.xml",TRUE,TRUE,TRUE
"10.1525/collabra.223","223","A Perspective on the Relevance and Public Reception of Psychological Science","2019-07-30","pdf/collabra.223.pdf","xml/collabra.223.xml",TRUE,TRUE,TRUE
"10.1525/collabra.238","238","Can We Apply the Psychology of Risk Perception to Increase Earthquake Preparation?","2019-10-02","pdf/collabra.238.pdf","xml/collabra.238.xml",TRUE,TRUE,TRUE
"10.1525/collabra.202","202","Affectively Biased Competition: Sustained Attention is Tuned to Rewarding Expressions and is Not Modulated by Norepinephrine Receptor Gene Variant","2019-09-24","pdf/collabra.202.pdf","xml/collabra.202.xml",TRUE,TRUE,TRUE
"10.1525/collabra.235","235","Birth Order Does Not Affect Ability to Detect Kin","2019-08-02","pdf/collabra.235.pdf","xml/collabra.235.xml",TRUE,TRUE,TRUE
"10.1525/collabra.170","170","Zooming into Real-Life Extraversion -how Personality and Situation Shape Sociability in Social Interactions","2019-01-16","pdf/collabra.170.pdf","xml/collabra.170.xml",TRUE,TRUE,TRUE
"10.1525/collabra.207","207","Social Smartphone Apps Do Not Capture Attention Despite Their Perceived High Reward Value","2019-04-09","pdf/collabra.207.pdf","xml/collabra.207.xml",TRUE,TRUE,TRUE
"10.1525/collabra.203","203","Near and Far Transfer in Cognitive Training: A Second-Order Meta-Analysis","2019-04-26","pdf/collabra.203.pdf","xml/collabra.203.xml",TRUE,TRUE,TRUE
"10.1525/collabra.234","234","Perceptual Content, Not Physiological Signals, Determines Perceived Duration When Viewing Dynamic, Natural Scenes","2019-11-19","pdf/collabra.234.pdf","xml/collabra.234.xml",TRUE,TRUE,TRUE
"10.1525/collabra.260","260","The Authentic Moral Self: Dynamic Interplay between Perceived Authenticity and Moral Behaviors in the Workplace","2019-10-17","pdf/collabra.260.pdf","xml/collabra.260.xml",TRUE,TRUE,TRUE
"10.1525/collabra.274","274","Rationality is Gendered","2019-11-12","pdf/collabra.274.pdf","xml/collabra.274.xml",TRUE,TRUE,TRUE
"10.1525/collabra.172","172","Exploring Mechanisms of Narrative Persuasion in a News Context: The Role of Narrative Structure, Perceived Similarity, Stigma, and Affect in Changing Attitudes","2019-10-29","pdf/collabra.172.pdf","xml/collabra.172.xml",TRUE,TRUE,TRUE
"10.1525/collabra.248","248","Longitudinal Associations of Narcissism with Interpersonal, Intrapersonal, and Institutional Outcomes: An Investigation Using a Representative Sample of the German Population","2019-06-13","pdf/collabra.248.pdf","xml/collabra.248.xml",TRUE,TRUE,TRUE
"10.1525/collabra.236","236","Cue Competition and Incidental Learning: No Blocking or Overshadowing in the Colour-Word Contingency Learning Procedure Without Instructions to Learn","2019-04-09","pdf/collabra.236.pdf","xml/collabra.236.xml",TRUE,TRUE,TRUE
"10.1525/collabra.240","240","The Science Behind the Magic? The Relation of the Harry Potter ""Sorting Hat Quiz"" to Personality and Human Values","2019-07-08","pdf/collabra.240.pdf","xml/collabra.240.xml",TRUE,TRUE,TRUE
"10.1525/collabra.257","257","Investigating the Relationship Between Perfectionistic Self-Presentation and Social Anxiety Using Daily Diary Methods: A Replication","2019-07-26","pdf/collabra.257.pdf","xml/collabra.257.xml",TRUE,TRUE,TRUE
"10.1525/collabra.200","200","Neither Cue Familiarity nor Semantic Cues Increase the Likelihood of Repeating a Tip-of-the-Tongue State","2019-06-21","pdf/collabra.200.pdf","xml/collabra.200.xml",TRUE,TRUE,TRUE
"10.1525/collabra.197","197","Pragmatism should Not be a Substitute for Statistical Literacy, a Commentary on Albers, Kiers, and Van Ravenzwaaij (2018)","2019-03-26","pdf/collabra.197.pdf","xml/collabra.197.xml",TRUE,TRUE,TRUE
"10.1525/collabra.204","204","The Relationship between Self-Esteem and Depression when Controlling for Neuroticism","2019-03-15","pdf/collabra.204.pdf","xml/collabra.204.xml",TRUE,TRUE,TRUE
"10.1525/collabra.185","185","Distinguishing Between Need Support and Regulatory Focus with LIWC","2019-07-12","pdf/collabra.185.pdf","xml/collabra.185.xml",TRUE,TRUE,TRUE
"10.1525/collabra.229","229","On the Assumptions That We Make About the World Around Us: A Conceptual Framework for Feature Transformation Effects","2019-09-25","pdf/collabra.229.pdf","xml/collabra.229.xml",TRUE,TRUE,TRUE
"10.1525/collabra.205","205","Biasing Actions by Incentive Valence in an Approach/Avoidance Task","2019-09-25","pdf/collabra.205.pdf","xml/collabra.205.xml",TRUE,TRUE,TRUE
"10.1525/collabra.169","169","Do Reward-Related Distractors Impair Cognitive Performance? Perhaps Not","2019-03-04","pdf/collabra.169.pdf","xml/collabra.169.xml",TRUE,TRUE,TRUE
"10.1525/collabra.212","212","Predictors of Refugee Adjustment: The Importance of Cognitive Skills and Personality","2019-05-10","pdf/collabra.212.pdf","xml/collabra.212.xml",TRUE,TRUE,TRUE
"10.1525/collabra.221","221","Informal Laboratory Practices in Psychology","2019-09-27","pdf/collabra.221.pdf","xml/collabra.221.xml",TRUE,TRUE,TRUE
"10.1525/collabra.182","182","Aspect and Narrative Event Segmentation","2019-03-18","pdf/collabra.182.pdf","xml/collabra.182.xml",TRUE,TRUE,TRUE
"10.1525/collabra.247","247","Don't Forget the Model in Your Model-based Reliability Coefficients: A Reply to McNeish (2018)","2019-08-02","pdf/collabra.247.pdf","xml/collabra.247.xml",TRUE,TRUE,TRUE
"10.1525/collabra.151","151","Predicting Search Performance in Heterogeneous Scenes: Quantifying the Impact of Homogeneity Effects in Efficient Search","2019-01-08","pdf/collabra.151.pdf","xml/collabra.151.xml",TRUE,TRUE,TRUE
"10.1525/collabra.216","216","Power and Vertical Positions in an Organization Chart: A Pre-Registered Replication Report of Study 3a and a Modification of Study 1a, Giessner & Schubert (2007)","2019-06-07","pdf/collabra.216.pdf","xml/collabra.216.xml",TRUE,TRUE,TRUE
"10.1525/collabra.184","184","Psychological Overinvolvement, Emotional Distress, and Daily Affect Following Marital Dissolution","2019-01-24","pdf/collabra.184.pdf","xml/collabra.184.xml",TRUE,TRUE,TRUE
"10.1525/collabra.244","244","Ethics-Relevant Values as Antecedents of Personality Change: Longitudinal Findings from the Life and Time Study","2019-11-11","pdf/collabra.244.pdf","xml/collabra.244.xml",TRUE,TRUE,TRUE
"10.1525/collabra.230","230","When Your Boo Becomes a Ghost: The Association Between Breakup Strategy and Breakup Role in Experiences of Relationship Dissolution","2019-06-27","pdf/collabra.230.pdf","xml/collabra.230.xml",TRUE,TRUE,TRUE
"10.1525/collabra.211","211","Not Just Disgust: Fear and Anger Also Relate to Intergroup Dehumanization","2019-12-17","pdf/collabra.211.pdf","xml/collabra.211.xml",TRUE,TRUE,TRUE
"10.1525/collabra.198","198","Situational Determinants of Hand-Proximity Effects","2019-06-18","pdf/collabra.198.pdf","xml/collabra.198.xml",TRUE,TRUE,TRUE
"10.1525/collabra.209","209","A step-by-step guide to collecting and analyzing long-format speech environment (LFSE) recordings","2019-05-23","pdf/collabra.209.pdf","xml/collabra.209.xml",TRUE,TRUE,TRUE
"10.1525/collabra.195","195","Friendships with Blacks Relate to Lessened Implicit Preferences for Whites Over Blacks","2019-04-18","pdf/collabra.195.pdf","xml/collabra.195.xml",TRUE,TRUE,TRUE
"10.1525/collabra.226","226","Rapid Extraction of Emotion Regularities from Complex Scenes in the Human Brain","2019-05-07","pdf/collabra.226.pdf","xml/collabra.226.xml",TRUE,TRUE,TRUE
"10.1525/collabra.224","224","No Effect of Red on Personality Trait Self-Ratings: Testing for Effects of Font Color","2019-12-27","pdf/collabra.224.pdf","xml/collabra.224.xml",TRUE,TRUE,TRUE
"10.1525/collabra.174","174","A Comprehensive Examination of Narcissists' Self-Perceived and Actual Socioemotional Cognition Ability","2019-01-08","pdf/collabra.174.pdf","xml/collabra.174.xml",TRUE,TRUE,TRUE
"10.1525/collabra.227","227","No Evidence That Lateral Preferences Predict Individual Differences in the Tendency to Update Mental Representations: A Replication-Extension Study","2019-08-23","pdf/collabra.227.pdf","xml/collabra.227.xml",TRUE,TRUE,TRUE
"10.1525/collabra.214","214","Testing Competing Hypotheses on the Interplay of Importance and Support of the Basic Psychological Needs at Work and Personality Development with Response Surface Analysis","2019-08-27","pdf/collabra.214.pdf","xml/collabra.214.xml",TRUE,TRUE,TRUE
"10.1525/collabra.217","217","Expected Value of Reward Predicts Episodic Memory for Incidentally Learnt Reward-Item Associations","2019-08-28","pdf/collabra.217.pdf","xml/collabra.217.xml",TRUE,TRUE,TRUE
"10.1525/collabra.253","253","Do Narcissists Benefit from Materialistic Pursuits? Examining the Relation Between Narcissistic Tendencies, Extrinsic Goals, and Well-Being","2019-12-27","pdf/collabra.253.pdf","xml/collabra.253.xml",TRUE,TRUE,TRUE
"10.1525/collabra.256","256","The Complex Affective Scene Set (COMPASS): Solving the Social Content Problem in Affective Visual Stimulus Sets","2019-11-12","pdf/collabra.256.pdf","xml/collabra.256.xml",TRUE,TRUE,TRUE
"10.1525/collabra.188","188","Procedural Coordination in the Matching Task","2019-01-08","pdf/collabra.188.pdf","xml/collabra.188.xml",TRUE,TRUE,TRUE
"10.1525/collabra.218","218","When and Why to Replicate: As Easy as 1, 2, 3?","2019-09-30","pdf/collabra.218.pdf","xml/collabra.218.xml",TRUE,TRUE,TRUE
"10.1525/collabra.220","220","Prediction of Group Performance: The Interplay of Individual Performance, Interpersonal Attraction, and Interpersonal Behavior","2019-09-26","pdf/collabra.220.pdf","xml/collabra.220.xml",TRUE,TRUE,TRUE
"10.1525/collabra.222","222","Advanced Aging Enhances the Positivity Effect in Memory: Due to Cognitive Control or Age-Related Decline in Emotional Processing?","2019-10-21","pdf/collabra.222.pdf","xml/collabra.222.xml",TRUE,TRUE,TRUE
"10.1525/collabra.282","282","Predicting High-Level Human Judgment Across Diverse Behavioral Domains","2019-10-23","pdf/collabra.282.pdf","xml/collabra.282.xml",TRUE,TRUE,TRUE
"10.1525/collabra.156","156","Divided Attention Selectively Impairs Value-Directed Encoding","2019-01-08","pdf/collabra.156.pdf","xml/collabra.156.xml",TRUE,TRUE,TRUE
"10.1525/collabra.143","143","Model-Based Manifest and Latent Composite Scores in Structural Equation Models","2019-02-22","pdf/collabra.143.pdf","xml/collabra.143.xml",TRUE,TRUE,TRUE
"10.1525/collabra.177","177","A Demonstration of the Collaborative Replication and Education Project: Replication Attempts of the Red-Romance Effect","2019-01-08","pdf/collabra.177.pdf","xml/collabra.177.xml",TRUE,TRUE,TRUE
"10.1525/collabra.192","192","The Effect of Concrete Wording on Truth Judgements: A Preregistered Replication and Extension of Hansen & Wänke (2010)","2019-04-30","pdf/collabra.192.pdf","xml/collabra.192.xml",TRUE,TRUE,TRUE
"10.1525/collabra.233","233","The Case for Measuring and Reporting Bilingualism in Developmental Research","2019-08-22","pdf/collabra.233.pdf","xml/collabra.233.xml",TRUE,TRUE,TRUE
"10.1525/collabra.231","231","Overestimation of Action-Game Training Effects: Publication Bias and Salami Slicing","2019-07-02","pdf/collabra.231.pdf","xml/collabra.231.xml",TRUE,TRUE,TRUE
"10.1525/collabra.181","181","The Meta-Science of Adult Statistical Word Segmentation: Part1","2019-01-08","pdf/collabra.181.pdf","xml/collabra.181.xml",TRUE,TRUE,TRUE
"10.1525/collabra.17247","17247","Effects of Age, Word Frequency, and Noise on the Time Course of Spoken Effects of Age, Word Frequency, and Noise on the Time Course of Spoken Word Recognition Word Recognition","2020-11-23","pdf/collabra.17247.pdf","xml/collabra.17247.xml",TRUE,TRUE,TRUE
"10.1525/collabra.325","325","Demand Characteristics Confound the Rubber Hand Illusion","2020-04-07","pdf/collabra.325.pdf","xml/collabra.325.xml",TRUE,TRUE,TRUE
"10.1525/collabra.265","265","Group Influences on Children's Delay of Gratification: Testing the Roles of Culture and Personal Connections","2020-01-08","pdf/collabra.265.pdf","xml/collabra.265.xml",TRUE,TRUE,TRUE
"10.1525/collabra.17966","17966","Responding to the Climate Crisis: The Importance of Virtual Responding to the Climate Crisis: The Importance of Virtual Conferencing Post-Pandemic Conferencing Post-Pandemic","2020-11-23","pdf/collabra.17966.pdf","xml/collabra.17966.xml",TRUE,TRUE,TRUE
"10.1525/collabra.349","349","Disgust, Anger, and Aggression: Further Tests of the Equivalence of Moral Emotions","2020-07-22","pdf/collabra.349.pdf","xml/collabra.349.xml",TRUE,TRUE,TRUE
"10.1525/collabra.332","332","Do Perceiver Effects in Interpersonal Perception Predict Cooperation in Social Dilemmas?","2020-07-24","pdf/collabra.332.pdf","xml/collabra.332.xml",TRUE,TRUE,TRUE
"10.1525/collabra.251","251","To Blame? The Effects of Moralized Feedback on Implicit Racial Bias","2020-07-03","pdf/collabra.251.pdf","xml/collabra.251.xml",TRUE,TRUE,TRUE
"10.1525/collabra.16745","16745","The Sorting Hat: Cool Fiction Element but Not Necessarily a Good Career The Sorting Hat: Cool Fiction Element but Not Necessarily a Good Career Advisor Advisor","2020-11-16","pdf/collabra.16745.pdf","xml/collabra.16745.xml",TRUE,TRUE,TRUE
"10.1525/collabra.190","190","The Early Parenting Attitudes Questionnaire: Measuring Intuitive Theories of Parenting and Child Development","2020-03-25","pdf/collabra.190.pdf","xml/collabra.190.xml",TRUE,TRUE,TRUE
"10.1525/collabra.285","285","When Time on Task Is Seen as a Reward: Autonomous Motivation Increases Preference for Pursuing Goals More Often for Less Time","2020-02-27","pdf/collabra.285.pdf","xml/collabra.285.xml",TRUE,TRUE,TRUE
