"doi","article_id","title","year","license","pdf_file","xml_file","pdf_exists","xml_exists","in_rds","grobid_version","conversion_date"
"10.7554/elife.39813","elife39813","Single nucleus sequencing reveals evidence of inter-nucleus recombination in arbuscular mycorrhizal fungi",2018,"cc-by","pdf/elife.elife39813.pdf","xml/elife.elife39813.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.35074","elife35074","IgM and IgD B cell receptors differentially respond to endogenous antigens and control B cell fate",2018,"cc-by","pdf/elife.elife35074.pdf","xml/elife.elife35074.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.31557","elife31557","Sensory cortex is optimized for prediction of future input",2018,NA,"pdf/elife.elife31557.pdf","xml/elife.elife31557.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.34025","elife34025","Multiple inputs ensure yeast cell size homeostasis during cell cycle progression",2018,"cc-by","pdf/elife.elife34025.pdf","xml/elife.elife34025.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.35103","elife35103","Increasing plant diversity with border crops reduces insecticide use and increases crop yield in urban agriculture",2018,NA,"pdf/elife.elife35103.pdf","xml/elife.elife35103.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.34273","elife34273","Plasmacytoid dendritic cells control dengue and Chikungunya virus infections via IRF7-regulated interferon responses",2018,NA,"pdf/elife.elife34273.pdf","xml/elife.elife34273.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.40750","elife40750","Altered hippocampal interneuron activity precedes ictal onset",2018,"cc-by","pdf/elife.elife40750.pdf","xml/elife.elife40750.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.36131","elife36131","Adult zebrafish Langerhans cells arise from hematopoietic stem/progenitor cells",2018,NA,"pdf/elife.elife36131.pdf","xml/elife.elife36131.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.26957","elife26957","Cell size sensing in animal cells coordinates anabolic growth rates and cell cycle progression to maintain cell size uniformity",2018,NA,"pdf/elife.elife26957.pdf","xml/elife.elife26957.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.34944","elife34944","A label-free approach to detect ligand binding to cell surface proteins in real time",2018,NA,"pdf/elife.elife34944.pdf","xml/elife.elife34944.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.34286","elife34286","Novel transgenic pigs with enhanced growth and reduced environmental impact",2018,NA,"pdf/elife.elife34286.pdf","xml/elife.elife34286.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.35753","elife35753","A synthetic peptide that prevents cAMP regulation in mammalian hyperpolarization-activated cyclic nucleotide-gated (HCN) channels",2018,"cc-by","pdf/elife.elife35753.pdf","xml/elife.elife35753.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.36741","elife36741","Convergence between the microcosms of Southeast Asian and North American pitcher plants",2018,NA,"pdf/elife.elife36741.pdf","xml/elife.elife36741.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.38319","elife38319","The DWORF micropeptide enhances contractility and prevents heart failure in a mouse model of dilated cardiomyopathy",2018,NA,"pdf/elife.elife38319.pdf","xml/elife.elife38319.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.33051","elife33051","Capturing change in clonal composition amongst single mouse germinal centers",2018,NA,"pdf/elife.elife33051.pdf","xml/elife.elife33051.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.36262","elife36262","Neural circuitry of a polycystin-mediated hydrodynamic startle response for predator avoidance",2018,"cc-by","pdf/elife.elife36262.pdf","xml/elife.elife36262.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.31730","elife31730","Individual crop loads provide local control for collective food intake in ant colonies",2018,NA,"pdf/elife.elife31730.pdf","xml/elife.elife31730.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.38278","elife38278","The lost world of Cuatro Ciénegas Basin, a relictual bacterial niche in a desert oasis",2018,NA,"pdf/elife.elife38278.pdf","xml/elife.elife38278.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.38281","elife38281","Range, routing and kinetics of rod signaling in primate retina",2018,NA,"pdf/elife.elife38281.pdf","xml/elife.elife38281.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.29539","elife29539","Sumoylation promotes optimal APC/C activation and timely anaphase",2018,NA,"pdf/elife.elife29539.pdf","xml/elife.elife29539.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.36340","elife36340","Structural basis for potent and broad inhibition of HIV-1 RT by thiophene[3,2-d]pyrimidine non-nucleoside inhibitors",2018,NA,"pdf/elife.elife36340.pdf","xml/elife.elife36340.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.32402","elife32402","Challenges in validating candidate therapeutic targets in cancer",2018,NA,"pdf/elife.elife32402.pdf","xml/elife.elife32402.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.38847","elife38847","From vesicle to cytosol",2018,NA,"pdf/elife.elife38847.pdf","xml/elife.elife38847.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.35578","elife35578","Lateral interactions between protofilaments of the bacterial tubulin homolog FtsZ are essential for cell division",2018,NA,"pdf/elife.elife35578.pdf","xml/elife.elife35578.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.37059","elife37059","Context-enriched interactome powered by proteomics helps the identification of novel regulators of macrophage activation",2018,NA,"pdf/elife.elife37059.pdf","xml/elife.elife37059.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.31481","elife31481","The conformation of the histone H3 tail inhibits association of the BPTF PHD finger with the nucleosome",2018,NA,"pdf/elife.elife31481.pdf","xml/elife.elife31481.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.40532","elife40532","Downsizing the molecular spring of the giant protein titin reveals that skeletal muscle titin determines passive stiffness and drives longitudinal hypertrophy",2018,NA,"pdf/elife.elife40532.pdf","xml/elife.elife40532.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.33331","elife33331","Early structural and functional plasticity alterations in a susceptibility period of DYT1 dystonia mouse striatum",2018,NA,"pdf/elife.elife33331.pdf","xml/elife.elife33331.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.35856","elife35856","Trajectories of childhood immune development and respiratory health relevant to asthma and allergy",2018,"cc-by","pdf/elife.elife35856.pdf","xml/elife.elife35856.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.34518","elife34518","A spike sorting toolbox for up to thousands of electrodes validated with ground truth recordings in vitro and in vivo",2018,NA,"pdf/elife.elife34518.pdf","xml/elife.elife34518.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.40814","elife40814","Palovarotene reduces heterotopic ossification in juvenile FOP mice but exhibits pronounced skeletal toxicity",2018,"cc-by","pdf/elife.elife40814.pdf","xml/elife.elife40814.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.38539","elife38539","INAVA-ARNO complexes bridge mucosal barrier function with inflammatory signaling",2018,NA,"pdf/elife.elife38539.pdf","xml/elife.elife38539.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.42033","elife42033","Breaking down walls",2018,NA,"pdf/elife.elife42033.pdf","xml/elife.elife42033.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.37072","elife37072","Changes in the genetic requirements for microbial interactions with increasing community complexity",2018,NA,"pdf/elife.elife37072.pdf","xml/elife.elife37072.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.29939","elife29939","aPKC-mediated displacement and actomyosin-mediated retention polarize Miranda in Drosophila neuroblasts",2018,NA,"pdf/elife.elife29939.pdf","xml/elife.elife29939.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.34657","elife34657","Active avoidance requires inhibitory signaling in the rodent prelimbic prefrontal cortex",2018,NA,"pdf/elife.elife34657.pdf","xml/elife.elife34657.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.33126","elife33126","R-spondins can potentiate WNT signaling without LGRs",2018,NA,"pdf/elife.elife33126.pdf","xml/elife.elife33126.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.41305","elife41305","Targeted degradation of BRD9 reverses oncogenic gene expression in synovial sarcoma",2018,"cc-by","pdf/elife.elife41305.pdf","xml/elife.elife41305.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.37167","elife37167","A complex peripheral code for salt taste in Drosophila",2018,"cc-by","pdf/elife.elife37167.pdf","xml/elife.elife37167.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.40664","elife40664","Voltage-dependent dynamics of the BK channel cytosolic gating ring are coupled to the membrane-embedded voltage sensor",2018,NA,"pdf/elife.elife40664.pdf","xml/elife.elife40664.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.31145","elife31145","Molecular mechanism to target the endosomal Mon1-Ccz1 GEF complex to the pre-autophagosomal structure",2018,"cc-by","pdf/elife.elife31145.pdf","xml/elife.elife31145.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.36419","elife36419","Temporal processing and context dependency in Caenorhabditis elegans response to mechanosensation",2018,"cc-by","pdf/elife.elife36419.pdf","xml/elife.elife36419.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.37663","elife37663","Changes in mRNA abundance drive shuttling of RNA binding proteins, linking cytoplasmic RNA degradation to transcription",2018,"cc-by","pdf/elife.elife37663.pdf","xml/elife.elife37663.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.32143","elife32143","Non-invasive detection of urothelial cancer through the analysis of driver gene mutations and aneuploidy",2018,"cc-by","pdf/elife.elife32143.pdf","xml/elife.elife32143.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.38337","elife38337","Synergy between the small intrinsically disordered protein Hsp12 and trehalose sustain viability after severe desiccation",2018,"cc-by","pdf/elife.elife38337.pdf","xml/elife.elife38337.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.34655","elife34655","Distinct chromatin functional states correlate with HIV latency reactivation in infected primary CD4+ T cells",2018,"cc-by","pdf/elife.elife34655.pdf","xml/elife.elife34655.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.34110","elife34110","A novel source of arterial valve cells linked to bicuspid aortic valve without raphe in mice",2018,"cc-by","pdf/elife.elife34110.pdf","xml/elife.elife34110.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.34681","elife34681","HIF-2α is essential for carotid body development and function",2018,"cc-by","pdf/elife.elife34681.pdf","xml/elife.elife34681.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.42383","elife42383","Evoked transients of pH-sensitive fluorescent false neurotransmitter reveal dopamine hot spots in the globus pallidus",2018,"cc-by","pdf/elife.elife42383.pdf","xml/elife.elife42383.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.41653","elife41653","The hydrophobic nature of a novel membrane interface regulates the enzyme activity of a voltage-sensing phosphatase",2018,"cc-by","pdf/elife.elife41653.pdf","xml/elife.elife41653.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.35246","elife35246","On a mission to block transmission",2018,"cc-by","pdf/elife.elife35246.pdf","xml/elife.elife35246.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.39383","elife39383","Cryo-EM structure of the benzodiazepine-sensitive α1β1γ2S tri-heteromeric GABAA receptor in complex with GABA",2018,"cc-by","pdf/elife.elife39383.pdf","xml/elife.elife39383.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.33014","elife33014","The kinetoplastid-infecting Bodo saltans virus (BsV), a window into the most abundant giant viruses in the sea",2018,"cc-by","pdf/elife.elife33014.pdf","xml/elife.elife33014.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.38683","elife38683","Genetic basis for coordination of meiosis and sexual structure maturation in Cryptococcus neoformans",2018,"cc-by","pdf/elife.elife38683.pdf","xml/elife.elife38683.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.42253","elife42253","The ULK1-FBXW5-SEC23B nexus controls autophagy",2018,"cc-by","pdf/elife.elife42253.pdf","xml/elife.elife42253.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.33498","elife33498","LRRTM1 underlies synaptic convergence in visual thalamus",2018,NA,"pdf/elife.elife33498.pdf","xml/elife.elife33498.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.33684","elife33684","Gene network analysis identifies a central post-transcriptional regulator of cellular stress survival",2018,NA,"pdf/elife.elife33684.pdf","xml/elife.elife33684.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.34062","elife34062","Dual tRNA mimicry in the Cricket Paralysis Virus IRES uncovers an unexpected similarity with the Hepatitis C Virus IRES",2018,NA,"pdf/elife.elife34062.pdf","xml/elife.elife34062.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.36645","elife36645","A novel pH-dependent membrane peptide that binds to EphA2 and inhibits cell migration",2018,NA,"pdf/elife.elife36645.pdf","xml/elife.elife36645.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.35518","elife35518","Tenectin recruits integrin to stabilize bouton architecture and regulate vesicle release at the Drosophila neuromuscular junction",2018,NA,"pdf/elife.elife35518.pdf","xml/elife.elife35518.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.37420","elife37420","Increase in clinically recorded type 2 diabetes after colectomy",2018,"cc-by","pdf/elife.elife37420.pdf","xml/elife.elife37420.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.36217","elife36217","Re-evaluation of neuronal P2X7 expression using novel mouse models and a P2X7-specific nanobody",2018,"cc-by","pdf/elife.elife36217.pdf","xml/elife.elife36217.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.36768","elife36768","Depleting Trim28 in adult mice is well tolerated and reduces levels of α-synuclein and tau",2018,"cc-by","pdf/elife.elife36768.pdf","xml/elife.elife36768.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.38865","elife38865","Rescue of cognitive function following fractionated brain irradiation in a novel preclinical glioma model",2018,NA,"pdf/elife.elife38865.pdf","xml/elife.elife38865.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.32100","elife32100","Perception of social interaction compresses subjective duration in an oxytocin-dependent manner",2018,"cc-by","pdf/elife.elife32100.pdf","xml/elife.elife32100.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.32976","elife32976","Antibiotic-induced population fluctuations and stochastic clearance of bacteria",2018,"cc-by","pdf/elife.elife32976.pdf","xml/elife.elife32976.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.36278","elife36278","Support for a clade of Placozoa and Cnidaria in genes with minimal compositional bias",2018,"cc-by","pdf/elife.elife36278.pdf","xml/elife.elife36278.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.39649","elife39649","CRELD1 is an evolutionarily-conserved maturational enhancer of ionotropic acetylcholine receptors",2018,"cc-by","pdf/elife.elife39649.pdf","xml/elife.elife39649.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.31755","elife31755","Pre-post synaptic alignment through neuroligin-1 tunes synaptic transmission efficiency",2018,NA,"pdf/elife.elife31755.pdf","xml/elife.elife31755.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.39640","elife39640","Shear-induced damped oscillations in an epithelium depend on actomyosin contraction and E-cadherin cell adhesion",2018,NA,"pdf/elife.elife39640.pdf","xml/elife.elife39640.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.33381","elife33381","The major β-catenin/E-cadherin junctional binding site is a primary molecular mechano-transductor of differentiation in vivo",2018,NA,"pdf/elife.elife33381.pdf","xml/elife.elife33381.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.34555","elife34555","Mitochondria-specific photoactivation to monitor local sphingosine metabolism and function",2018,NA,"pdf/elife.elife34555.pdf","xml/elife.elife34555.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.37373","elife37373","Evolution of cation binding in the active sites of P-loop nucleoside triphosphatases in relation to the basic catalytic mechanism",2018,NA,"pdf/elife.elife37373.pdf","xml/elife.elife37373.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.33953","elife33953","Discovery and characterization of a prevalent human gut bacterial enzyme sufficient for the inactivation of a family of plant toxins",2018,"cc-by","pdf/elife.elife33953.pdf","xml/elife.elife33953.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.39925","elife39925","Glucose intake hampers PKA-regulated HSP90 chaperone activity",2018,"cc-by","pdf/elife.elife39925.pdf","xml/elife.elife39925.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.34032","elife34032","Motor thalamus supports striatum-driven reinforcement",2018,"cc-by","pdf/elife.elife34032.pdf","xml/elife.elife34032.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.39659","elife39659","Value-based attentional capture affects multi-alternative decision making",2018,NA,"pdf/elife.elife39659.pdf","xml/elife.elife39659.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.37921","elife37921","SETD3 protein is the actin-specific histidine N-methyltransferase",2018,"cc-by","pdf/elife.elife37921.pdf","xml/elife.elife37921.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.34955","elife34955","Endogenous opioids in the nucleus accumbens promote approach to high-fat food in the absence of caloric need",2018,"cc-by","pdf/elife.elife34955.pdf","xml/elife.elife34955.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.38183","elife38183","The glycosphingolipid MacCer promotes synaptic bouton formation in Drosophila by interacting with Wnt",2018,"cc-by","pdf/elife.elife38183.pdf","xml/elife.elife38183.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.42628","elife42628","Arterial smooth muscle cell PKD2 (TRPP1) channels regulate systemic blood pressure",2018,NA,"pdf/elife.elife42628.pdf","xml/elife.elife42628.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.39907","elife39907","ErbB4 deletion in noradrenergic neurons in the locus coeruleus induces mania-like behavior via elevated catecholamines",2018,NA,"pdf/elife.elife39907.pdf","xml/elife.elife39907.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.39440","elife39440","Myosin V functions as a vesicle tether at the plasma membrane to control neurotransmitter release in central synapses",2018,"cc-by","pdf/elife.elife39440.pdf","xml/elife.elife39440.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.39244","elife39244","These are not the neurons you are looking for",2018,"cc-by","pdf/elife.elife39244.pdf","xml/elife.elife39244.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.36691","elife36691","A cell autonomous torsinA requirement for cholinergic neuron survival and motor control",2018,"cc-by","pdf/elife.elife36691.pdf","xml/elife.elife36691.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.31023","elife31023","NuRD and CAF-1-mediated silencing of the D4Z4 array is modulated by DUX4-induced MBD3L proteins",2018,"cc-by","pdf/elife.elife31023.pdf","xml/elife.elife31023.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.41968","elife41968","Piezo’s membrane footprint and its contribution to mechanosensitivity",2018,"cc-by","pdf/elife.elife41968.pdf","xml/elife.elife41968.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.34394","elife34394","Acyl chain asymmetry and polyunsaturation of brain phospholipids facilitate membrane vesiculation without leakage",2018,NA,"pdf/elife.elife34394.pdf","xml/elife.elife34394.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.50223","elife50223","Genome-wide CRISPR screening reveals genetic modifiers of mutant EGFR dependence in human NSCLC",2019,NA,"pdf/elife.elife50223.pdf","xml/elife.elife50223.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.43366","elife43366","PARIS, an optogenetic method for functionally mapping gap junctions",2019,"cc-by","pdf/elife.elife43366.pdf","xml/elife.elife43366.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.43777","elife43777","How bacteria arrange their organelles",2019,"cc-by","pdf/elife.elife43777.pdf","xml/elife.elife43777.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.44912","elife44912","A switch in surface polymer biogenesis triggers growth-phase-dependent and antibiotic-induced bacteriolysis",2019,NA,"pdf/elife.elife44912.pdf","xml/elife.elife44912.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.47509","elife47509","Demographic reconstruction from ancient DNA supports rapid extinction of the great auk",2019,"cc-by","pdf/elife.elife47509.pdf","xml/elife.elife47509.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.44739","elife44739","Brain-specific Drp1 regulates postsynaptic endocytosis and dendrite formation independently of mitochondrial division",2019,"cc-by","pdf/elife.elife44739.pdf","xml/elife.elife44739.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.42959","elife42959","Non-selective inhibition of inappropriate motor-tendencies during response-conflict by a fronto-subthalamic mechanism",2019,NA,"pdf/elife.elife42959.pdf","xml/elife.elife42959.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.37321","elife37321","Humans strategically shift decision bias by flexibly adjusting sensory evidence accumulation",2019,"cc-by","pdf/elife.elife37321.pdf","xml/elife.elife37321.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.46302","elife46302","Auto-regulation of Rab5 GEF activity in Rabex5 by allosteric structural changes, catalytic core dynamics and ubiquitin binding",2019,NA,"pdf/elife.elife46302.pdf","xml/elife.elife46302.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.49202","elife49202","Are we there yet?",2019,"cc-by","pdf/elife.elife49202.pdf","xml/elife.elife49202.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.46574","elife46574","Structural mapping of oligomeric intermediates in an amyloid assembly pathway",2019,NA,"pdf/elife.elife46574.pdf","xml/elife.elife46574.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.50766","elife50766","Direct binding of phosphatidylglycerol at specific sites modulates desensitization of a ligand-gated ion channel",2019,"cc-by","pdf/elife.elife50766.pdf","xml/elife.elife50766.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.50585","elife50585","When is a target not a target?",2019,NA,"pdf/elife.elife50585.pdf","xml/elife.elife50585.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.48220","elife48220","Extensive intraspecies cryptic variation in an ancient embryonic gene regulatory network",2019,"cc-by","pdf/elife.elife48220.pdf","xml/elife.elife48220.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.45829","elife45829","Rapid and iterative genome editing in the malaria parasite Plasmodium knowlesi provides new tools for P. vivax research",2019,"cc-by","pdf/elife.elife45829.pdf","xml/elife.elife45829.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.43482","elife43482","Temporal identity establishes columnar neuron morphology, connectivity, and function in a Drosophila navigation circuit",2019,NA,"pdf/elife.elife43482.pdf","xml/elife.elife43482.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.45644","elife45644","'Palaeoshellomics’ reveals the use of freshwater mother-of-pearl in prehistory",2019,NA,"pdf/elife.elife45644.pdf","xml/elife.elife45644.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.7554/elife.47889","elife47889","Single-cell transcriptomic evidence for dense intracortical neuropeptide networks",2019,NA,"pdf/elife.elife47889.pdf","xml/elife.elife47889.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
