"doi","article_id","title","year","license","pdf_file","xml_file","pdf_exists","xml_exists","in_rds","grobid_version","conversion_date"
"10.3389/fpsyg.2020.546330","fpsyg2020546330","Dilemma Tales as African Knowledge Practice: An Example From Research on Obligations of Support",2020,NA,"pdf/frontiers.fpsyg2020546330.pdf","xml/frontiers.fpsyg2020546330.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2019.02996","fpsyg201902996","Social Transmission of Leadership Preference: Knowledge of Group Membership and Partisan Media Reporting Moderates Perceptions of Leadership Ability From Facial Cues to Competence and Dominance",2020,NA,"pdf/frontiers.fpsyg201902996.pdf","xml/frontiers.fpsyg201902996.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.585435","fpsyg2020585435","Green Organizational Culture, Corporate Social Responsibility Implementation, and Food Safety",2020,NA,"pdf/frontiers.fpsyg2020585435.pdf","xml/frontiers.fpsyg2020585435.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.00685","fpsyg202000685","Anterior and Posterior Left Inferior Frontal Gyrus Contribute to the Implementation of Grammatical Determiners During Language Production",2020,NA,"pdf/frontiers.fpsyg202000685.pdf","xml/frontiers.fpsyg202000685.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.02140","fpsyg202002140","Meshed Architecture of Performance as a Model of Situated Cognition",2020,NA,"pdf/frontiers.fpsyg202002140.pdf","xml/frontiers.fpsyg202002140.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.00121","fpsyg202000121","Chinese Consumers’ Herd Consumption Behavior Related to Korean Luxury Cosmetics: The Mediating Role of Fear of Missing Out",2020,NA,"pdf/frontiers.fpsyg202000121.pdf","xml/frontiers.fpsyg202000121.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.00144","fpsyg202000144","Love, Work, and Striving for the Self in Balance: Anaclitic and Introjective Patients’ Experiences of Change in Psychoanalysis",2020,NA,"pdf/frontiers.fpsyg202000144.pdf","xml/frontiers.fpsyg202000144.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.612498","fpsyg2020612498","Editorial: The Interplay Between Sleep and Emotion: What Role Do Cognitive Processes Play?",2020,NA,"pdf/frontiers.fpsyg2020612498.pdf","xml/frontiers.fpsyg2020612498.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.02220","fpsyg202002220","Theory of Cooperative-Competitive Intelligence: Principles, Research Directions, and Applications",2020,NA,"pdf/frontiers.fpsyg202002220.pdf","xml/frontiers.fpsyg202002220.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.01471","fpsyg202001471","Contracting Students for the Reduction of Foreign Language Classroom Anxiety: An Approach Nurturing Positive Mindsets and Behaviors",2020,NA,"pdf/frontiers.fpsyg202001471.pdf","xml/frontiers.fpsyg202001471.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.00935","fpsyg202000935","How Do Object Shape, Semantic Cues, and Apparent Velocity Affect the Attribution of Intentionality to Figures With Different Types of Movements?",2020,NA,"pdf/frontiers.fpsyg202000935.pdf","xml/frontiers.fpsyg202000935.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.00768","fpsyg202000768","Absence and Presence of Human Interaction: The Relationship Between Loneliness and Empathy",2020,NA,"pdf/frontiers.fpsyg202000768.pdf","xml/frontiers.fpsyg202000768.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.545881","fpsyg2020545881","Alexithymia and Somatization in Chronic Pain Patients: A Sequential Mediation Model",2020,NA,"pdf/frontiers.fpsyg2020545881.pdf","xml/frontiers.fpsyg2020545881.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.568595","fpsyg2020568595","Using Images of Eyes to Enhance Green Brand Purchase Intentions Through Green Brand Anthropomorphism Strategies: The Moderator Role of Facial Expression",2020,NA,"pdf/frontiers.fpsyg2020568595.pdf","xml/frontiers.fpsyg2020568595.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.00096","fpsyg202000096","Implicit vs. Explicit Emotion Processing in Autism Spectrum Disorders: An Opinion on the Role of the Cerebellum",2020,NA,"pdf/frontiers.fpsyg202000096.pdf","xml/frontiers.fpsyg202000096.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.573314","fpsyg2020573314","A Systematic Review of Normative Studies Using Images of Common Objects",2020,NA,"pdf/frontiers.fpsyg2020573314.pdf","xml/frontiers.fpsyg2020573314.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.578083","fpsyg2020578083","When Love Hurts – Mental and Physical Health Among Recently Divorced Danes",2020,NA,"pdf/frontiers.fpsyg2020578083.pdf","xml/frontiers.fpsyg2020578083.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.01299","fpsyg202001299","Development and Validation of a Self-Determination Theory-Based Measure of Motivation to Exercise and Diet in Children",2020,NA,"pdf/frontiers.fpsyg202001299.pdf","xml/frontiers.fpsyg202001299.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.00714","fpsyg202000714","Culture and Borderline Personality Disorder in India",2020,NA,"pdf/frontiers.fpsyg202000714.pdf","xml/frontiers.fpsyg202000714.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.552416","fpsyg2020552416","Play Mode Effect of Exergames on Subthreshold Depression Older Adults: A Randomized Pilot Trial",2020,NA,"pdf/frontiers.fpsyg2020552416.pdf","xml/frontiers.fpsyg2020552416.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.489371","fpsyg2020489371","Self-Regulation and Mathematics Performance in German and Iranian Students of More and Less Math-Related Fields of Study",2020,NA,"pdf/frontiers.fpsyg2020489371.pdf","xml/frontiers.fpsyg2020489371.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.585921","fpsyg2020585921","Stimulus-Specific Individual Differences in Holistic Perception of Mooney Faces",2020,NA,"pdf/frontiers.fpsyg2020585921.pdf","xml/frontiers.fpsyg2020585921.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.527114","fpsyg2020527114","Cognitive Structures of Space-Time",2020,NA,"pdf/frontiers.fpsyg2020527114.pdf","xml/frontiers.fpsyg2020527114.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.01432","fpsyg202001432","Overall Quality of Sporting Events and Emotions as Predictors of Future Intentions of Duathlon Participants",2020,NA,"pdf/frontiers.fpsyg202001432.pdf","xml/frontiers.fpsyg202001432.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.01758","fpsyg202001758","Are Chinese Teams Like Western Teams? Indigenous Management Theory to Leapfrog Essentialist Team Myths",2020,NA,"pdf/frontiers.fpsyg202001758.pdf","xml/frontiers.fpsyg202001758.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.01913","fpsyg202001913","The Parenting Experience of Those With Borderline Personality Disorder Traits: Practitioner and Parent Perspectives",2020,NA,"pdf/frontiers.fpsyg202001913.pdf","xml/frontiers.fpsyg202001913.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.01003","fpsyg202001003","Brain Network Constancy and Participant Recognition: an Integrated Approach to Big Data and Complex Network Analysis",2020,NA,"pdf/frontiers.fpsyg202001003.pdf","xml/frontiers.fpsyg202001003.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.566212","fpsyg2020566212","Emotional, Behavioral, and Psychological Impact of the COVID-19 Pandemic",2020,NA,"pdf/frontiers.fpsyg2020566212.pdf","xml/frontiers.fpsyg2020566212.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.01684","fpsyg202001684","The Psychological Impact of the COVID-19 Outbreak on Health Professionals: A Cross-Sectional Study",2020,NA,"pdf/frontiers.fpsyg202001684.pdf","xml/frontiers.fpsyg202001684.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.02072","fpsyg202002072","Are There Differences in “Intelligence” Between Nonhuman Species? The Role of Contextual Variables",2020,NA,"pdf/frontiers.fpsyg202002072.pdf","xml/frontiers.fpsyg202002072.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.575820","fpsyg2020575820","Buying Organic Food Products: The Role of Trust in the Theory of Planned Behavior",2020,NA,"pdf/frontiers.fpsyg2020575820.pdf","xml/frontiers.fpsyg2020575820.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.01820","fpsyg202001820","Alexithymia and the Evaluation of Emotionally Valenced Scenes",2020,NA,"pdf/frontiers.fpsyg202001820.pdf","xml/frontiers.fpsyg202001820.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.653018","fpsyg2021653018","Applying Educational Data Mining to Explore Viewing Behaviors and Performance With Flipped Classrooms on the Social Media Platform Facebook",2021,NA,"pdf/frontiers.fpsyg2021653018.pdf","xml/frontiers.fpsyg2021653018.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.764016","fpsyg2021764016","Meteorological Factors and the COVID-19 Pandemic: The Backdrop of Pakistan",2021,NA,"pdf/frontiers.fpsyg2021764016.pdf","xml/frontiers.fpsyg2021764016.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.648253","fpsyg2021648253","Social Media for Knowledge Acquisition and Dissemination: The Impact of the COVID-19 Pandemic on Collaborative Learning Driven Social Media Adoption",2021,NA,"pdf/frontiers.fpsyg2021648253.pdf","xml/frontiers.fpsyg2021648253.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.678370","fpsyg2021678370","Is Defensive Behavior a Subtype of Prosocial Behaviors?",2021,NA,"pdf/frontiers.fpsyg2021678370.pdf","xml/frontiers.fpsyg2021678370.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.650777","fpsyg2021650777","Presence of Three-Dimensional Sound Field Facilitates Listeners’ Mood, Felt Emotion, and Respiration Rate When Listening to Music",2021,NA,"pdf/frontiers.fpsyg2021650777.pdf","xml/frontiers.fpsyg2021650777.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.632465","fpsyg2020632465","Co-opetition Relationships and Evolution of the World Dairy Trade Network: Implications for Policy-Maker Psychology",2021,NA,"pdf/frontiers.fpsyg2020632465.pdf","xml/frontiers.fpsyg2020632465.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.661172","fpsyg2021661172","Explorations in Reported Moral Behaviors, Values, and Moral Emotions in Four Countries",2021,NA,"pdf/frontiers.fpsyg2021661172.pdf","xml/frontiers.fpsyg2021661172.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.635957","fpsyg2021635957","Positive Psychological Impacts of Cooking During the COVID-19 Lockdown Period: A Qualitative Study",2021,NA,"pdf/frontiers.fpsyg2021635957.pdf","xml/frontiers.fpsyg2021635957.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.680882","fpsyg2021680882","Infants’ Implicit Rhyme Perception in Child Songs and Its Relationship With Vocabulary",2021,NA,"pdf/frontiers.fpsyg2021680882.pdf","xml/frontiers.fpsyg2021680882.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.704275","fpsyg2021704275","The Interactive Functions of Questions in Embodied Collaborative Work",2021,NA,"pdf/frontiers.fpsyg2021704275.pdf","xml/frontiers.fpsyg2021704275.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.688924","fpsyg2021688924","The Mediator Effect of Personality on the Relationship Between Symptomatic Impairment and Treatment Outcome in Eating Disorders",2021,NA,"pdf/frontiers.fpsyg2021688924.pdf","xml/frontiers.fpsyg2021688924.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.679427","fpsyg2021679427","Effects of Leader Narcissism on Career Success of Employees: An Interpersonal Relationship Perspective",2021,NA,"pdf/frontiers.fpsyg2021679427.pdf","xml/frontiers.fpsyg2021679427.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.564112","fpsyg2020564112","Ethical Climate(s), Distributed Leadership, and Work Outcomes: The Mediating Role of Organizational Identification",2021,NA,"pdf/frontiers.fpsyg2020564112.pdf","xml/frontiers.fpsyg2020564112.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.696507","fpsyg2021696507","Beauty and Wellness in the Semantic Memory of the Beholder",2021,NA,"pdf/frontiers.fpsyg2021696507.pdf","xml/frontiers.fpsyg2021696507.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.751294","fpsyg2021751294","A Randomized Control Trial of a Brief Self-Compassion Intervention for Perfectionism, Anxiety, Depression, and Body Image",2021,NA,"pdf/frontiers.fpsyg2021751294.pdf","xml/frontiers.fpsyg2021751294.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.633069","fpsyg2021633069","Concretization as a Mechanism of Change in Psychodrama: Procedures and Benefits",2021,NA,"pdf/frontiers.fpsyg2021633069.pdf","xml/frontiers.fpsyg2021633069.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.800778","fpsyg2021800778","Abusive Supervision and Its Impact on Knowledge Hiding Behavior Among Sales Force",2021,NA,"pdf/frontiers.fpsyg2021800778.pdf","xml/frontiers.fpsyg2021800778.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.635183","fpsyg2021635183","Editorial: “Is this a Dream?” – Evolutionary, Neurobiological and Psychopathological Perspectives on Lucid Dreaming",2021,NA,"pdf/frontiers.fpsyg2021635183.pdf","xml/frontiers.fpsyg2021635183.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.624949","fpsyg2021624949","Strategies for Coping With Stress in Athletes During the COVID-19 Pandemic and Their Predictors",2021,NA,"pdf/frontiers.fpsyg2021624949.pdf","xml/frontiers.fpsyg2021624949.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.648368","fpsyg2021648368","Resilience Predicts the Trajectories of College Students’ Daily Emotions During COVID-19: A Latent Growth Mixture Model",2021,"cc-by","pdf/frontiers.fpsyg2021648368.pdf","xml/frontiers.fpsyg2021648368.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.686485","fpsyg2021686485","Emerging ASL Distinctions in Sign-Speech Bilinguals' Signs and Co-speech Gestures in Placement Descriptions",2021,"cc-by","pdf/frontiers.fpsyg2021686485.pdf","xml/frontiers.fpsyg2021686485.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.696770","fpsyg2021696770","Connecting Social Psychology and Deep Reinforcement Learning: A Probabilistic Predictor on the Intention to Do Home-Based Physical Activity After Message Exposure",2021,"cc-by","pdf/frontiers.fpsyg2021696770.pdf","xml/frontiers.fpsyg2021696770.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.708361","fpsyg2021708361","Cognition-Mortality Associations Are More Pronounced When Estimated Jointly in Longitudinal and Time-to-Event Models",2021,NA,"pdf/frontiers.fpsyg2021708361.pdf","xml/frontiers.fpsyg2021708361.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.783401","fpsyg2021783401","Influence of Parental Psychological Flexibility on Pediatric COVID-19 Vaccine Hesitancy: Mediating Role of Self-Efficacy and Coping Style",2021,"cc-by","pdf/frontiers.fpsyg2021783401.pdf","xml/frontiers.fpsyg2021783401.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.710294","fpsyg2021710294","Changes in Violence and Clinical Distress Among Men in Individual Psychotherapy for Violence Against Their Female Partner: An Explorative Study",2021,NA,"pdf/frontiers.fpsyg2021710294.pdf","xml/frontiers.fpsyg2021710294.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.648552","fpsyg2021648552","Gamification as Online Teaching Strategy During COVID-19: A Mini-Review",2021,NA,"pdf/frontiers.fpsyg2021648552.pdf","xml/frontiers.fpsyg2021648552.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.593063","fpsyg2020593063","Diversified Talent Cultivation Mechanism of Early Childhood Physical Education Under the Full-Practice Concept – Oriented by Preschooler Mental Health and Intelligent Teaching",2021,NA,"pdf/frontiers.fpsyg2020593063.pdf","xml/frontiers.fpsyg2020593063.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.700770","fpsyg2021700770","Validation of the Writing Strategies Questionnaire in the Context of Primary Education: A Multidimensional Measurement Model",2021,NA,"pdf/frontiers.fpsyg2021700770.pdf","xml/frontiers.fpsyg2021700770.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.648479","fpsyg2021648479","Real-Time Sound and Motion Feedback for Violin Bow Technique Learning: A Controlled, Randomized Trial",2021,NA,"pdf/frontiers.fpsyg2021648479.pdf","xml/frontiers.fpsyg2021648479.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.601200","fpsyg2021601200","A Motivational Mechanism Framework for Teachers' Online Informal Learning and Innovation During the COVID-19 Pandemic",2021,NA,"pdf/frontiers.fpsyg2021601200.pdf","xml/frontiers.fpsyg2021601200.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.667455","fpsyg2021667455","The Role of the Learner in the Cultural Evolution of Vocalizations",2021,NA,"pdf/frontiers.fpsyg2021667455.pdf","xml/frontiers.fpsyg2021667455.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.646442","fpsyg2021646442","Does Participative Leadership Matters in Employees’ Outcomes During COVID-19? Role of Leader Behavioral Integrity",2021,NA,"pdf/frontiers.fpsyg2021646442.pdf","xml/frontiers.fpsyg2021646442.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.652068","fpsyg2021652068","A Multilevel Analysis of the Impact of Unit Tightness vs. Looseness Culture on Attitudes and Behaviors in the Workplace",2021,NA,"pdf/frontiers.fpsyg2021652068.pdf","xml/frontiers.fpsyg2021652068.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.567664","fpsyg2021567664","Cultivating the Interpersonal Domain: Compassion in the Supervisor-Doctoral Student Relationship",2021,NA,"pdf/frontiers.fpsyg2021567664.pdf","xml/frontiers.fpsyg2021567664.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.784752","fpsyg2021784752","Phrase Depicting Immoral Behavior Dilates Its Subjective Time Judgment",2021,NA,"pdf/frontiers.fpsyg2021784752.pdf","xml/frontiers.fpsyg2021784752.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2020.606249","fpsyg2020606249","The Moderating Role of Education on the Relationship Between Perceived Stereotype Threat and False Memory in Aging",2021,NA,"pdf/frontiers.fpsyg2020606249.pdf","xml/frontiers.fpsyg2020606249.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.742525","fpsyg2021742525","Body Image During Pregnancy in the Era of Coronavirus Disease 2019: The Role of Heterogeneous Patterns of Perceived Social Support",2021,NA,"pdf/frontiers.fpsyg2021742525.pdf","xml/frontiers.fpsyg2021742525.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.760024","fpsyg2021760024","Screening and Psycho-Oncological Support for Patients With Head and Neck Cancer and Brain Malignancies Before Radiotherapy With Mask Fixation: Results of a Feasibility Study",2021,NA,"pdf/frontiers.fpsyg2021760024.pdf","xml/frontiers.fpsyg2021760024.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.752369","fpsyg2021752369","Editorial: Mental Health and Positive Youth Development in Sport and Physical Activity Contexts",2021,NA,"pdf/frontiers.fpsyg2021752369.pdf","xml/frontiers.fpsyg2021752369.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.670886","fpsyg2021670886","Meaningful Learning Experiences in Everyday Life During Pandemics. A Qualitative Study",2021,NA,"pdf/frontiers.fpsyg2021670886.pdf","xml/frontiers.fpsyg2021670886.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.658424","fpsyg2021658424","The Ginevra de’ Benci Effect: Competence, Morality, and Attractiveness Inferred From Faces Predict Hiring Decisions for Women",2021,"cc-by","pdf/frontiers.fpsyg2021658424.pdf","xml/frontiers.fpsyg2021658424.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.651398","fpsyg2021651398","Predicting Big Data Adoption in Companies With an Explanatory and Predictive Model",2021,"cc-by","pdf/frontiers.fpsyg2021651398.pdf","xml/frontiers.fpsyg2021651398.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.661190","fpsyg2021661190","Identifying the ‘Active Ingredients' of an Effective Psychological Intervention to Reduce Fear of Cancer Recurrence: A Process Evaluation",2021,"cc-by","pdf/frontiers.fpsyg2021661190.pdf","xml/frontiers.fpsyg2021661190.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.682677","fpsyg2021682677","Effects of Wearing Face Masks While Using Different Speaking Styles in Noise on Speech Intelligibility During the COVID-19 Pandemic",2021,"cc-by","pdf/frontiers.fpsyg2021682677.pdf","xml/frontiers.fpsyg2021682677.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.704630","fpsyg2021704630","Influence of Prosocial Motivation on Employee Creativity: The Moderating Role of Regulatory Focus and the Mediating Role of Knowledge Sharing",2021,"cc-by","pdf/frontiers.fpsyg2021704630.pdf","xml/frontiers.fpsyg2021704630.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.708016","fpsyg2021708016","Unethical Leadership and Employee Extra-Role Behavior in Information Technology Sector: A Moderated Mediation Analysis",2021,"cc-by","pdf/frontiers.fpsyg2021708016.pdf","xml/frontiers.fpsyg2021708016.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.724544","fpsyg2021724544","The Impact of Cross-Cultural Adaptation on Entrepreneurial Psychological Factors and Innovation Ability for New Entrepreneurs",2021,"cc-by","pdf/frontiers.fpsyg2021724544.pdf","xml/frontiers.fpsyg2021724544.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.705781","fpsyg2021705781","Salivary Oxytocin Is Negatively Associated With Religious Faith in Japanese Non-Abrahamic People",2021,NA,"pdf/frontiers.fpsyg2021705781.pdf","xml/frontiers.fpsyg2021705781.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.761560","fpsyg2021761560","Workplace Ostracism and Counterproductive Work Behaviors: The Chain Mediating Role of Anger and Turnover Intention",2021,NA,"pdf/frontiers.fpsyg2021761560.pdf","xml/frontiers.fpsyg2021761560.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.666765","fpsyg2021666765","Leader–Follower Congruence in Work Engagement and Leader–Member Exchange: The Moderating Role of Conscientiousness of Followers",2021,NA,"pdf/frontiers.fpsyg2021666765.pdf","xml/frontiers.fpsyg2021666765.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.760850","fpsyg2021760850","The Development of Explicit and Implicit Game-Based Digital Behavioral Markers for the Assessment of Social Anxiety",2021,NA,"pdf/frontiers.fpsyg2021760850.pdf","xml/frontiers.fpsyg2021760850.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.630422","fpsyg2021630422","What Does CATS Have to Do With Cancer? The Cognitive Activation Theory of Stress (CATS) Forms the SURGE Model of Chronic Post-surgical Pain in Women With Breast Cancer",2021,NA,"pdf/frontiers.fpsyg2021630422.pdf","xml/frontiers.fpsyg2021630422.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.675749","fpsyg2021675749","Authentic Leadership and Improved Individual Performance: Affective Commitment and Individual Creativity’s Sequential Mediation",2021,NA,"pdf/frontiers.fpsyg2021675749.pdf","xml/frontiers.fpsyg2021675749.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.673829","fpsyg2021673829","“Three Steps Above Heaven? Really? That’s All Tactic!” New Alternative Masculinities Dismantling Dominant Traditional Masculinity’s Strategies",2021,NA,"pdf/frontiers.fpsyg2021673829.pdf","xml/frontiers.fpsyg2021673829.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.705170","fpsyg2021705170","Protean Kinematics: A Blended Model of VR Physics",2021,NA,"pdf/frontiers.fpsyg2021705170.pdf","xml/frontiers.fpsyg2021705170.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.623675","fpsyg2021623675","The Development of Market-Driven Identities in Young People: A Socio-Ecological Evolutionary Approach",2021,NA,"pdf/frontiers.fpsyg2021623675.pdf","xml/frontiers.fpsyg2021623675.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.606731","fpsyg2021606731","Prioritizing Indecent Image Offenders: A Systematic Review and Economic Approach to Understand the Benefits of Evidence-Based Policing Strategies",2021,NA,"pdf/frontiers.fpsyg2021606731.pdf","xml/frontiers.fpsyg2021606731.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.696963","fpsyg2021696963","Entrepreneurial Passion Psychology- Based Influencing Factors of New Venture Performance",2021,NA,"pdf/frontiers.fpsyg2021696963.pdf","xml/frontiers.fpsyg2021696963.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.596901","fpsyg2021596901","Which Task Characteristics Do Students Rely on When They Evaluate Their Abilities to Solve Linear Function Tasks? – A Task-Specific Assessment of Self-Efficacy",2021,NA,"pdf/frontiers.fpsyg2021596901.pdf","xml/frontiers.fpsyg2021596901.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.3389/fpsyg.2021.770579","fpsyg2021770579","Contributions of Demographics, Language Learning Experience, and Cognitive Control to Chinese Reading Comprehension",2021,NA,"pdf/frontiers.fpsyg2021770579.pdf","xml/frontiers.fpsyg2021770579.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
