"doi","article_id","title","title_source","year","volume","startpage","pdf_file","xml_file","pdf_exists","xml_exists","in_rds","grobid_version","conversion_date","license"
"10.52082/jssm.2024.34","202434","Post-Activation-Performance Enhancement: Possible Contributing Factors","crossref",2024,23,34,"pdf/jssm.202434.pdf","xml/jssm.202434.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2022.233","2022233","Start Fast, Swim Faster, Turn Fastest: Section Analyses and Normative Data for Individual Medley","crossref",2022,21,233,"pdf/jssm.2022233.pdf","xml/jssm.2022233.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.681","2023681","Acute Effects of Different Foam Roller Intervention Techniques on Knee Extensors","crossref",2023,22,681,"pdf/jssm.2023681.pdf","xml/jssm.2023681.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.508","2021508","The Relationship of Intra-Individual Release Variability with Distance and Shooting Performance in Basketball","crossref",2021,20,508,"pdf/jssm.2021508.pdf","xml/jssm.2021508.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.147","2024147","Analysis of Pushing Forces During the Water Polo Eggbeater: Reliability and Validity of a Novel Approach","crossref",2024,23,147,"pdf/jssm.2024147.pdf","xml/jssm.2024147.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.655","2021655","Effects of Muscle Architecture on Eccentric Exercise Induced Muscle Damage Responses","crossref",2021,20,655,"pdf/jssm.2021655.pdf","xml/jssm.2021655.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.237","2021237","Comparison of Clinical Outcomes between Anteromedial and Transtibial Techniques of Single-Bundle Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-Analysis","crossref",2021,20,237,"pdf/jssm.2021237.pdf","xml/jssm.2021237.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.291","2026291","Is Higher Frequency Always Better? The Dose-Response Relationship Between Structured Physical Activity Frequency and Physical Fitness Improvement in Preschool Children","crossref",2026,25,291,"pdf/jssm.2026291.pdf","xml/jssm.2026291.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.358","2024358","Race Dynamics in Triathlon Mixed-Team-Relay Meaningfully Changes with The New Regulation Towards Paris 2024","crossref",2024,23,358,"pdf/jssm.2024358.pdf","xml/jssm.2024358.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.235","2026235","ChatGPT Outperforms Personal Trainers in Answering Common Exercise Training Questions","crossref",2026,25,235,"pdf/jssm.2026235.pdf","xml/jssm.2026235.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.476","2026476","Machine Learning–Based Classification of Alertness Levels in Elite Shooting Athletes Using Heart Rate Variability","crossref",2026,25,476,"pdf/jssm.2026476.pdf","xml/jssm.2026476.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.391","2021391","Acute Effects of High-intensity Resistance Exercise on Cognitive Function","crossref",2021,20,391,"pdf/jssm.2021391.pdf","xml/jssm.2021391.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.235","2023235","How Do Fitness Club Members Differentiate in Background Characteristics, Exercise Motivation, and Social Support? A Cross-Sectional Study","crossref",2023,22,235,"pdf/jssm.2023235.pdf","xml/jssm.2023235.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.310","2021310","Maximal and Submaximal Cardiorespiratory Responses to a Novel Graded Karate Test","crossref",2021,20,310,"pdf/jssm.2021310.pdf","xml/jssm.2021310.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2022.191","2022191","The Effect of Co-Ingestion of Carbohydrate with Milk after Exercise in Healthy Women: Study Considering the Menstrual Cycle","crossref",2022,21,191,"pdf/jssm.2022191.pdf","xml/jssm.2022191.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.532","2025532","Impact of The Menstrual Cycle on Physical Recovery after Small-Sided Games: A Crossover Study in Women's Soccer Players","crossref",2025,24,532,"pdf/jssm.2025532.pdf","xml/jssm.2025532.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.84","202684","Optimizing Agility Training in Team Sport Players—The Role of Perception- Action Coupling: A Systematic Review with Multi-Level Meta-Analysis","crossref",2026,25,84,"pdf/jssm.202684.pdf","xml/jssm.202684.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.58","202358","Identifying the Optimal Arm Priming Exercise Intensity to Improve Maximal Leg Sprint Cycling Performance","crossref",2023,22,58,"pdf/jssm.202358.pdf","xml/jssm.202358.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.754","2024754","Effects of Unilateral, Bilateral and Combined Plyometric Jump Training on Asymmetry of Muscular Strength and Power, and Change-of-Direction in Youth Male Basketball Players","crossref",2024,23,754,"pdf/jssm.2024754.pdf","xml/jssm.2024754.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.75","202375","Daytime Napping Benefits Passing Performance and Scanning Activity in Elite Soccer Players","crossref",2023,22,75,"pdf/jssm.202375.pdf","xml/jssm.202375.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.436","2023436","The Effect of Acute Caffeine Intake on Resistance Training Volume, Prooxidant-Antioxidant Balance and Muscle Damage Markers Following a Session of Full-Body Resistance Exercise in Resistance-Trained Men Habituated to Caffeine","crossref",2023,22,436,"pdf/jssm.2023436.pdf","xml/jssm.2023436.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.751","2021751","Internal and External Load Control in Team Sports through a Multivariable Model","crossref",2021,20,751,"pdf/jssm.2021751.pdf","xml/jssm.2021751.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.397","2023397","Acute Effects of Selective Strength Exercise on the Peroneus Longus and Brevis","crossref",2023,22,397,"pdf/jssm.2023397.pdf","xml/jssm.2023397.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.564","2021564","A Systematic Review and Meta-Analysis: Biomechanical Evaluation of the Effectiveness of Strength and Conditioning Training Programs on Front Crawl Swimming Performance","crossref",2021,20,564,"pdf/jssm.2021564.pdf","xml/jssm.2021564.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.341","2025341","Leveling The Playing Field in Youth Basketball: How Compensatory Training With Small-Sided Games Enhances Physical Fitness and Reduces Relative Age Effect Bias in Match Selection","crossref",2025,24,341,"pdf/jssm.2025341.pdf","xml/jssm.2025341.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.634","2025634","Can Maturation Level Influence Long-Term Physiological and Physical Adaptations in Youth Female Soccer Players Exposed to Combined Sided Games and HIIT? A Comparison Across Maturation Statuses","crossref",2025,24,634,"pdf/jssm.2025634.pdf","xml/jssm.2025634.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.529","2026529","Can Changes in Sit-To-Stand Performance Throughout A 30-S Time Interval Be Used as A Marker of Performance Fatigability in Middle-Aged To Older Adults?","crossref",2026,25,529,"pdf/jssm.2026529.pdf","xml/jssm.2026529.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.28","202328","The Relationship Between Lower Limb Passive Muscle and Tendon Compression Stiffness and Oxygen Cost During Running","crossref",2023,22,28,"pdf/jssm.202328.pdf","xml/jssm.202328.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.17","202417","Estimating Active Drag Based on Full and Semi-Tethered Swimming Tests","crossref",2024,23,17,"pdf/jssm.202417.pdf","xml/jssm.202417.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.465","2023465","Acute and Long-Term Effects of Static Stretching on Muscle-Tendon Unit Stiffness: A Systematic Review and Meta-Analysis","crossref",2023,22,465,"pdf/jssm.2023465.pdf","xml/jssm.2023465.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2022.528","2022528","Acute Effects of Different Intensity and Duration of Static Stretching on the Muscle-Tendon Unit Stiffness of the Hamstrings","crossref",2022,21,528,"pdf/jssm.2022528.pdf","xml/jssm.2022528.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.221","2026221","Scoring and Possession Small-Sided Games Elicit Distinct 48-Hour Muscle Damage and Neuromuscular Responses in Basketball Athletes","crossref",2026,25,221,"pdf/jssm.2026221.pdf","xml/jssm.2026221.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2022.426","2022426","Cardiopulmonary Exercise Testing with Elastic Resistance: A New Reproducible Proposal for Determination of Ventilatory Thresholds and Maximum Oxygen Consumption","crossref",2022,21,426,"pdf/jssm.2022426.pdf","xml/jssm.2022426.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2022.446","2022446","Neurophysiological Markers for Monitoring Exercise and Recovery Cycles in Endurance Sports","crossref",2022,21,446,"pdf/jssm.2022446.pdf","xml/jssm.2022446.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.219","2024219","Supervised Offseason Training Programs are able to mitigate the Effects of Detraining in Youth Men Soccer Players Physical Fitness: A Randomized Parallel Controlled Study","crossref",2024,23,219,"pdf/jssm.2024219.pdf","xml/jssm.2024219.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.413","2021413","Dietary Intake and Daily Distribution of Carbohydrate, Protein and Fat in Youth Tennis Players over a 7-Day Training and Competition Period","crossref",2021,20,413,"pdf/jssm.2021413.pdf","xml/jssm.2021413.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.779","2025779","Acute and Residual Physical Fatigue, Along With Recovery Time Following Sided Games: A Scoping Review and Evidence Gap Map Focusing on Methodological Aspects","crossref",2025,24,779,"pdf/jssm.2025779.pdf","xml/jssm.2025779.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.357","2021357","Reliability of Sprint Force-Velocity-Power Profiles Obtained with KiSprint System","crossref",2021,20,357,"pdf/jssm.2021357.pdf","xml/jssm.2021357.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.275","2021275","Biceps Femoris Muscle is Activated by Performing Nordic Hamstring Exercise at a Shallow Knee Flexion Angle","crossref",2021,20,275,"pdf/jssm.2021275.pdf","xml/jssm.2021275.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.56","202456","ChatGPT Generated Training Plans for Runners are not Rated Optimal by Coaching Experts, but Increase in Quality with Additional Input Information","crossref",2024,23,56,"pdf/jssm.202456.pdf","xml/jssm.202456.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.8","20248","Gender-Specific Effects of Short Sprint Interval Training on Aerobic and Anaerobic Capacities in Basketball Players: A Randomized Controlled Trial","crossref",2024,23,8,"pdf/jssm.20248.pdf","xml/jssm.20248.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.196","2024196","Influence of Torsional Stiffness in Badminton Footwear on Lower Limb Biomechanics","crossref",2024,23,196,"pdf/jssm.2024196.pdf","xml/jssm.2024196.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.790","2023790","A New Index to Evaluate Running Coordination Based on Notational Analysis","crossref",2023,22,790,"pdf/jssm.2023790.pdf","xml/jssm.2023790.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.474","2021474","A Study of Changes of Physical Functions According to Changes in Cognitive Functions in Community-Dwelling Elderly People Who Participated in an Exercise Program","crossref",2021,20,474,"pdf/jssm.2021474.pdf","xml/jssm.2021474.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.44","202344","Blood Flow Restricted Cycling Impairs Subsequent Jumping But Not Balance Performance Slightly More Than Non-Restricted Cycling: An Acute Randomized Controlled Cross-Over Trial","crossref",2023,22,44,"pdf/jssm.202344.pdf","xml/jssm.202344.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.665","2021665","Sex Differences in the Mechanical and Neurophysiological Response to Roller Massage of the Plantar Flexors","crossref",2021,20,665,"pdf/jssm.2021665.pdf","xml/jssm.2021665.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.492","2021492","Assessment of the Maximal Range of Motion from Initial Sensation of Stretching to the Limits of Tolerance","crossref",2021,20,492,"pdf/jssm.2021492.pdf","xml/jssm.2021492.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.778","2024778","Immediate Effects of Calf Tissue Flossing on Ankle Joint Torque and Dorsiflexion Range of Motion in Healthy Individuals: A Randomized Controlled Crossover Trial","crossref",2024,23,778,"pdf/jssm.2024778.pdf","xml/jssm.2024778.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2022.473","2022473","Differences in Sports Injury Types According to Taekwondo Athlete Types (Sparring, Poomsae, and Demonstration)","crossref",2022,21,473,"pdf/jssm.2022473.pdf","xml/jssm.2022473.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.438","2021438","Effects of Two vs. Four Weekly Campus Board Training Sessions on Bouldering Performance and Climbing-Specific Tests in Advanced and Elite Climbers","crossref",2021,20,438,"pdf/jssm.2021438.pdf","xml/jssm.2021438.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.339","2026339","Long-Term Effects of NASM-OPT Periodized Training on Lower-Limb Strength, Explosive Power, and Stretch-Shortening Cycle Function in Adolescent Athletes","crossref",2026,25,339,"pdf/jssm.2026339.pdf","xml/jssm.2026339.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.36","202336","Inertial Sensor-Based Assessment of Static Balance in Athletes with Chronic Ankle Instability","crossref",2023,22,36,"pdf/jssm.202336.pdf","xml/jssm.202336.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.209","2024209","The Impact of Personalized versus Standardized Cardiorespiratory and Muscular Training on Health-Related Outcomes and Rate of Responders","crossref",2024,23,209,"pdf/jssm.2024209.pdf","xml/jssm.2024209.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.227","2025227","What Is the Best Step Technique for Swimming Relay Starts?","crossref",2025,24,227,"pdf/jssm.2025227.pdf","xml/jssm.2025227.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.211","2026211","Stroke Rate and Arm Coordination Management in Swimming in A Double Paralympic Triathlete Champion","crossref",2026,25,211,"pdf/jssm.2026211.pdf","xml/jssm.2026211.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2023.310","2023310","Analysis of Motion Characteristics and Metabolic Power in Elite Male Handball Players","crossref",2023,22,310,"pdf/jssm.2023310.pdf","xml/jssm.2023310.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.500","2021500","Muscle Activity and Morphology in Slalom Skiing by a Single-Leg Amputee Ski Racer: A Case Study of a Paralympic Athlete","crossref",2021,20,500,"pdf/jssm.2021500.pdf","xml/jssm.2021500.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2022.298","2022298","Acute Cardiovascular and Metabolic Effects of Different Warm-Up Protocols on Dynamic Apnea","crossref",2022,21,298,"pdf/jssm.2022298.pdf","xml/jssm.2022298.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.543","2025543","Impact of Potential Moderating Factors on Absolute Test-Retest Reliability of Grip Strength Measurements in Healthy Populations: A Systematic Review with Meta-Analysis","crossref",2025,24,543,"pdf/jssm.2025543.pdf","xml/jssm.2025543.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2022.277","2022277","Effects of Sand-Based Plyometric-Jump Training in Combination with Endurance Running on Outdoor or Treadmill Surface on Physical Fitness in Young Adult Males","crossref",2022,21,277,"pdf/jssm.2022277.pdf","xml/jssm.2022277.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2022.245","2022245","Force-Time Curve Variable Outcomes Following a Simulated Tennis Match in Junior Players","crossref",2022,21,245,"pdf/jssm.2022245.pdf","xml/jssm.2022245.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2025.578","2025578","Enhancing Jump Performance Through Blood Flow Restriction Squat Exercise: A Muscle Synergy Analysis Using Wavelet Packet Transformation","crossref",2025,24,578,"pdf/jssm.2025578.pdf","xml/jssm.2025578.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.495","2024495","A Randomized Controlled Trial to Determine the Impact of Resistance Training versus Aerobic Training on the Management of FGF-21 and Related Physiological Variables in Obese Men with Type 2 Diabetes Mellitus","crossref",2024,23,495,"pdf/jssm.2024495.pdf","xml/jssm.2024495.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2026.502","2026502","Effects of Quadriceps Strengthening Exercise with Blood Flow Restriction on Knee Angular Velocity, Strength, and Balance in Fencers","crossref",2026,25,502,"pdf/jssm.2026502.pdf","xml/jssm.2026502.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.188","2021188","Evaluating Methods for Imputing Missing Data from Longitudinal Monitoring of Athlete Workload","crossref",2021,20,188,"pdf/jssm.2021188.pdf","xml/jssm.2021188.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2024.822","2024822","Effects of Cluster vs. Traditional Sets Complex Training on Physical Performance Adaptations of Trained Male Volleyball Players","crossref",2024,23,822,"pdf/jssm.2024822.pdf","xml/jssm.2024822.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.52082/jssm.2021.373","2021373","Ankle Instability Patients Exhibit Altered Muscle Activation of Lower Extremity and Ground Reaction Force during Landing: A Systematic Review and Meta-Analysis","crossref",2021,20,373,"pdf/jssm.2021373.pdf","xml/jssm.2021373.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
