"doi","article_id","title","year","pdf_file","xml_file","pdf_exists","xml_exists","in_rds","grobid_version","conversion_date","license"
"10.1038/ncomms15289","ncomms15289","Stat3 regulates centrosome clustering in cancer cells via Stathmin/PLK1","2017","pdf/natcomm.ncomms15289.pdf","xml/natcomm.ncomms15289.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01893-7","s41467017018937","A Co3O4-CDots-C3N4 three component electrocatalyst design concept for efficient and tunable CO2 reduction to syngas","2017","pdf/natcomm.s41467017018937.pdf","xml/natcomm.s41467017018937.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-00864-2","s41467017008642","Structural basis for IL-1α recognition by a modified DNA aptamer that specifically inhibits IL-1α signaling","2017","pdf/natcomm.s41467017008642.pdf","xml/natcomm.s41467017008642.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-02373-8","s41467017023738","Polarized actin and VE-cadherin dynamics regulate junctional remodelling and cell migration during sprouting angiogenesis","2017","pdf/natcomm.s41467017023738.pdf","xml/natcomm.s41467017023738.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms15610","ncomms15610","Harnessing speckle for a sub-femtometre resolved broadband wavemeter and laser stabilization","2017","pdf/natcomm.ncomms15610.pdf","xml/natcomm.ncomms15610.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms15011","ncomms15011","Multi-scale chromatin state annotation using a hierarchical hidden Markov model","2017","pdf/natcomm.ncomms15011.pdf","xml/natcomm.ncomms15011.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-02300-x","s4146701702300x","Pre-critical fluctuations and what they disclose about heterogeneous crystal nucleation","2017","pdf/natcomm.s4146701702300x.pdf","xml/natcomm.s4146701702300x.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-02054-6","s41467017020546","Structural basis for genome wide recognition of 5-bp GC motifs by SMAD transcription factors","2017","pdf/natcomm.s41467017020546.pdf","xml/natcomm.s41467017020546.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms15450","ncomms15450","Electrostatic melting in a single-molecule field-effect transistor with applications in genomic identification","2017","pdf/natcomm.ncomms15450.pdf","xml/natcomm.ncomms15450.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01807-7","s41467017018077","The HSF1–PARP13–PARP1 complex facilitates DNA repair and promotes mammary tumorigenesis","2017","pdf/natcomm.s41467017018077.pdf","xml/natcomm.s41467017018077.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01926-1","s41467017019261","Origami silicon optoelectronics for hemispherical electronic eye systems","2017","pdf/natcomm.s41467017019261.pdf","xml/natcomm.s41467017019261.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms15993","ncomms15993","Manipulation of nuclear architecture through CRISPR-mediated chromosomal looping","2017","pdf/natcomm.ncomms15993.pdf","xml/natcomm.ncomms15993.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-00665-7","s41467017006657","Andreev molecules in semiconductor nanowire double quantum dots","2017","pdf/natcomm.s41467017006657.pdf","xml/natcomm.s41467017006657.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms13888","ncomms13888","A stable lithiated silicon–chalcogen battery via synergetic chemical coupling between silicon and selenium","2017","pdf/natcomm.ncomms13888.pdf","xml/natcomm.ncomms13888.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms14708","ncomms14708","Cell-matrix adhesion and cell-cell adhesion differentially control basal myosin oscillation and Drosophila egg chamber elongation","2017","pdf/natcomm.ncomms14708.pdf","xml/natcomm.ncomms14708.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-00515-6","s41467017005156","Envelope glycoprotein mobility on HIV-1 particles depends on the virus maturation state","2017","pdf/natcomm.s41467017005156.pdf","xml/natcomm.s41467017005156.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01453-z","s4146701701453z","Marine oxygen production and open water supported an active nitrogen cycle during the Marinoan Snowball Earth","2017","pdf/natcomm.s4146701701453z.pdf","xml/natcomm.s4146701701453z.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01118-x","s4146701701118x","Genome-wide genetic and epigenetic analyses of pancreatic acinar cell carcinomas reveal aberrations in genome stability","2017","pdf/natcomm.s4146701701118x.pdf","xml/natcomm.s4146701701118x.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01552-x","s4146701701552x","Leucine repeat adaptor protein 1 interacts with Dishevelled to regulate gastrulation cell movements in zebrafish","2017","pdf/natcomm.s4146701701552x.pdf","xml/natcomm.s4146701701552x.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms14561","ncomms14561","Molecular determinant of the effects of hydrostatic pressure on protein folding stability","2017","pdf/natcomm.ncomms14561.pdf","xml/natcomm.ncomms14561.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01944-z","s4146701701944z","Ancestral perinatal obesogen exposure results in a transgenerational thrifty phenotype in mice","2017","pdf/natcomm.s4146701701944z.pdf","xml/natcomm.s4146701701944z.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01699-7","s41467017016997","Activity-dependent expression of Channelrhodopsin at neuronal synapses","2017","pdf/natcomm.s41467017016997.pdf","xml/natcomm.s41467017016997.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms15958","ncomms15958","Reminders of past choices bias decisions for reward in humans","2017","pdf/natcomm.ncomms15958.pdf","xml/natcomm.ncomms15958.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms16035","ncomms16035","Innate scavenger receptor-A regulates adaptive T helper cell responses to pathogen infection","2017","pdf/natcomm.ncomms16035.pdf","xml/natcomm.ncomms16035.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms15275","ncomms15275","Draft genome of spinach and transcriptome diversity of 120 Spinacia accessions","2017","pdf/natcomm.ncomms15275.pdf","xml/natcomm.ncomms15275.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-00031-7","s41467017000317","Large meta-analysis of genome-wide association studies identifies five loci for lean body mass","2017","pdf/natcomm.s41467017000317.pdf","xml/natcomm.s41467017000317.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01258-0","s41467017012580","Inflating hollow nanocrystals through a repeated Kirkendall cavitation process","2017","pdf/natcomm.s41467017012580.pdf","xml/natcomm.s41467017012580.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-00503-w","s4146701700503w","Assay to visualize specific protein oxidation reveals spatio-temporal regulation of SHP2","2017","pdf/natcomm.s4146701700503w.pdf","xml/natcomm.s4146701700503w.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01391-w","s4146701701391w","Spatio-temporally separated cortical flows and spindle geometry establish physical asymmetry in fly neural stem cells","2017","pdf/natcomm.s4146701701391w.pdf","xml/natcomm.s4146701701391w.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms14197","ncomms14197","Topographic enhancement of vertical turbulent mixing in the Southern Ocean","2017","pdf/natcomm.ncomms14197.pdf","xml/natcomm.ncomms14197.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms15573","ncomms15573","Spin-orbit torque-driven skyrmion dynamics revealed by time-resolved X-ray microscopy","2017","pdf/natcomm.ncomms15573.pdf","xml/natcomm.ncomms15573.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01516-1","s41467017015161","Spatial competition constrains resistance to targeted cancer therapy","2017","pdf/natcomm.s41467017015161.pdf","xml/natcomm.s41467017015161.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-02289-3","s41467017022893","Estimation of immune cell content in tumour tissue using single-cell RNA-seq data","2017","pdf/natcomm.s41467017022893.pdf","xml/natcomm.s41467017022893.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms14914","ncomms14914","Past penguin colony responses to explosive volcanism on the Antarctic Peninsula","2017","pdf/natcomm.ncomms14914.pdf","xml/natcomm.ncomms14914.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-02035-9","s41467017020359","Pandemic H1N1 influenza A viruses suppress immunogenic RIPK3-driven dendritic cell death","2017","pdf/natcomm.s41467017020359.pdf","xml/natcomm.s41467017020359.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms15580","ncomms15580","Systematic discovery of mutation-specific synthetic lethals by mining pan-cancer human primary tumor data","2017","pdf/natcomm.ncomms15580.pdf","xml/natcomm.ncomms15580.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01756-1","s41467017017561","Alternative transcription start site selection in Mr-OPY2 controls lifestyle transitions in the fungus Metarhizium robertsii","2017","pdf/natcomm.s41467017017561.pdf","xml/natcomm.s41467017017561.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01214-y","s4146701701214y","Molecular rheotaxis directs DNA migration and concentration against a pressure-driven flow","2017","pdf/natcomm.s4146701701214y.pdf","xml/natcomm.s4146701701214y.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms15502","ncomms15502","The ubiquitin ligase ZNRF1 promotes caveolin-1 ubiquitination and degradation to modulate inflammation","2017","pdf/natcomm.ncomms15502.pdf","xml/natcomm.ncomms15502.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms16071","ncomms16071","Enhanced electron dephasing in three-dimensional topological insulators","2017","pdf/natcomm.ncomms16071.pdf","xml/natcomm.ncomms16071.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01091-5","s41467017010915","Mice in social conflict show rule-observance behavior enhancing long-term benefit","2017","pdf/natcomm.s41467017010915.pdf","xml/natcomm.s41467017010915.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-02201-z","s4146701702201z","Double mimicry evades tRNA synthetase editing by toxic vegetable-sourced non-proteinogenic amino acid","2017","pdf/natcomm.s4146701702201z.pdf","xml/natcomm.s4146701702201z.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms15415","ncomms15415","A canonical neural mechanism for behavioral variability","2017","pdf/natcomm.ncomms15415.pdf","xml/natcomm.ncomms15415.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms14453","ncomms14453","Large positive in-plane magnetoresistance induced by localized states at nanodomain boundaries in graphene","2017","pdf/natcomm.ncomms14453.pdf","xml/natcomm.ncomms14453.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms14766","ncomms14766","Mutual reinforcement between telomere capping and canonical Wnt signalling in the intestinal stem cell niche","2017","pdf/natcomm.ncomms14766.pdf","xml/natcomm.ncomms14766.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01828-2","s41467017018282","Surface plasmon induced direct detection of long wavelength photons","2017","pdf/natcomm.s41467017018282.pdf","xml/natcomm.s41467017018282.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-00228-w","s4146701700228w","Two-magnon scattering in the 5d all-in-all-out pyrochlore magnet Cd2Os2O7","2017","pdf/natcomm.s4146701700228w.pdf","xml/natcomm.s4146701700228w.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-02402-6","s41467017024026","The podoplanin-CLEC-2 axis inhibits inflammation in sepsis","2017","pdf/natcomm.s41467017024026.pdf","xml/natcomm.s41467017024026.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-00260-w","s4146701700260w","Retrograde BDNF to TrkB signaling promotes synapse elimination in the developing cerebellum","2017","pdf/natcomm.s4146701700260w.pdf","xml/natcomm.s4146701700260w.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms14239","ncomms14239","Unravelling raked linear dunes to explain the coexistence of bedforms in complex dunefields","2017","pdf/natcomm.ncomms14239.pdf","xml/natcomm.ncomms14239.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms14451","ncomms14451","Coherent control of a strongly driven silicon vacancy optical transition in diamond","2017","pdf/natcomm.ncomms14451.pdf","xml/natcomm.ncomms14451.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01958-7","s41467017019587","Evidence for causal top-down frontal contributions to predictive processes in speech perception","2017","pdf/natcomm.s41467017019587.pdf","xml/natcomm.s41467017019587.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms14159","ncomms14159","Rapid adaptive phenotypic change following colonization of a newly restored habitat","2017","pdf/natcomm.ncomms14159.pdf","xml/natcomm.ncomms14159.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01651-9","s41467017016519","Nano-enabled pancreas cancer immunotherapy using immunogenic cell death and reversing immunosuppression","2017","pdf/natcomm.s41467017016519.pdf","xml/natcomm.s41467017016519.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms16083","ncomms16083","Small nucleoli are a cellular hallmark of longevity","2017","pdf/natcomm.ncomms16083.pdf","xml/natcomm.ncomms16083.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms14185","ncomms14185","A metamorphic inorganic framework that can be switched between eight single-crystalline states","2017","pdf/natcomm.ncomms14185.pdf","xml/natcomm.ncomms14185.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01804-w","s4146701701804w","A transcribed enhancer dictates mesendoderm specification in pluripotency","2017","pdf/natcomm.s4146701701804w.pdf","xml/natcomm.s4146701701804w.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01435-1","s41467017014351","PINK1-mediated phosphorylation of LETM1 regulates mitochondrial calcium transport and protects neurons against mitochondrial stress","2017","pdf/natcomm.s41467017014351.pdf","xml/natcomm.s41467017014351.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms15230","ncomms15230","Neural circuits for long-term water-reward memory processing in thirsty Drosophila","2017","pdf/natcomm.ncomms15230.pdf","xml/natcomm.ncomms15230.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01232-w","s4146701701232w","Macrophage VLDLR mediates obesity-induced insulin resistance with adipose tissue inflammation","2017","pdf/natcomm.s4146701701232w.pdf","xml/natcomm.s4146701701232w.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-00244-w","s4146701700244w","Nanogrid single-nucleus RNA sequencing reveals phenotypic diversity in breast cancer","2017","pdf/natcomm.s4146701700244w.pdf","xml/natcomm.s4146701700244w.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-00248-6","s41467017002486","Habituation based synaptic plasticity and organismic learning in a quantum perovskite","2017","pdf/natcomm.s41467017002486.pdf","xml/natcomm.s41467017002486.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms16112","ncomms16112","Dual loss of human POLQ and LIG4 abolishes random integration","2017","pdf/natcomm.ncomms16112.pdf","xml/natcomm.ncomms16112.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-00607-3","s41467017006073","Caloric restriction delays age-related methylation drift","2017","pdf/natcomm.s41467017006073.pdf","xml/natcomm.s41467017006073.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-00443-5","s41467017004435","Using ALoFT to determine the impact of putative loss-of-function variants in protein-coding genes","2017","pdf/natcomm.s41467017004435.pdf","xml/natcomm.s41467017004435.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms15927","ncomms15927","Enrichment of low-frequency functional variants revealed by whole-genome sequencing of multiple isolated European populations","2017","pdf/natcomm.ncomms15927.pdf","xml/natcomm.ncomms15927.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/s41467-017-01520-5","s41467017015205","Depleted depletion drives polymer swelling in poor solvent mixtures","2017","pdf/natcomm.s41467017015205.pdf","xml/natcomm.s41467017015205.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
"10.1038/ncomms14639","ncomms14639","Zyxin regulates endothelial von Willebrand factor secretion by reorganizing actin filaments around exocytic granules","2017","pdf/natcomm.ncomms14639.pdf","xml/natcomm.ncomms14639.xml",TRUE,TRUE,TRUE,"0.9","2026-06-20","CC-BY 4.0 or CC-BY-NC-ND 4.0 -- check individual article"
